customer_id,signup_date,location,age_group,gender
CUST_01176,2021-03-29,New York,18-25,Other
CUST_01177,2021-09-05,Los Angeles,26-35,Male
CUST_01178,2023-01-08,Toronto,26-35,Other
CUST_01179,2022-02-21,Toronto,26-35,Other
CUST_01180,2022-05-16,New York,46-55,Female
CUST_01181,2022-07-23,Berlin,26-35,Female
CUST_01182,2023-02-16,Berlin,46-55,Other
CUST_01183,2021-09-04,New York,26-35,Female
CUST_01184,2022-12-09,Los Angeles,36-45,Other
CUST_01185,2022-05-03,Paris,46-55,Female
CUST_01186,2022-10-24,Paris,46-55,Male
CUST_01187,2022-12-30,Phoenix,55+,Other
CUST_01188,2022-05-18,Berlin,26-35,Other
CUST_01189,2022-04-04,Berlin,36-45,Male
CUST_01190,2023-03-23,Houston,36-45,Male
CUST_01191,2021-01-18,Sydney,55+,Other
CUST_01192,2021-04-06,London,18-25,Female
CUST_01193,2021-10-29,London,26-35,Female
CUST_01194,2021-08-15,New York,18-25,Female
CUST_01195,2022-02-19,Houston,36-45,Other
CUST_01196,2022-12-10,Sydney,46-55,Male
CUST_01197,2021-09-07,London,55+,Male
CUST_01198,2021-11-10,Berlin,36-45,Male
CUST_01199,2022-11-11,Paris,26-35,Other
CUST_01200,2022-08-19,Paris,55+,Female
CUST_01201,2022-01-13,Sydney,18-25,Male
CUST_01202,2022-04-30,London,46-55,Other
CUST_01203,2022-07-21,Sydney,55+,Male
CUST_01204,2022-06-28,Los Angeles,55+,Female
CUST_01205,2021-12-19,Los Angeles,36-45,Female
CUST_01206,2022-03-12,Houston,46-55,Other
CUST_01207,2023-02-03,New York,46-55,Other
CUST_01208,2022-07-18,London,46-55,Other
CUST_01209,2021-12-05,London,46-55,Other
CUST_01210,2021-12-27,Phoenix,46-55,Female
CUST_01211,2022-12-21,Berlin,36-45,Female
CUST_01212,2022-04-10,Berlin,46-55,Other
CUST_01213,2021-10-05,London,36-45,Male
CUST_01214,2021-11-10,Los Angeles,36-45,Female
CUST_01215,2021-09-15,New York,46-55,Other
CUST_01216,2021-08-25,Chicago,18-25,Male
CUST_01217,2021-05-04,Sydney,26-35,Other
CUST_01218,2023-01-09,Chicago,46-55,Other
CUST_01219,2021-07-17,Toronto,26-35,Female
CUST_01220,2021-11-20,Los Angeles,36-45,Other
CUST_01221,2021-05-03,Phoenix,18-25,Female
CUST_01222,2023-01-31,Paris,36-45,Female
CUST_01223,2022-07-03,Houston,18-25,Female
CUST_01224,2023-09-01,Houston,36-45,Other
CUST_01225,2023-02-20,Los Angeles,55+,Male
CUST_01226,2022-12-08,Toronto,55+,Other
CUST_01227,2021-07-09,Houston,55+,Female
CUST_01228,2021-07-16,Sydney,18-25,Male
CUST_01229,2021-08-10,Houston,36-45,Female
CUST_01230,2023-01-27,London,26-35,Female
CUST_01231,2022-05-11,Los Angeles,18-25,Male
CUST_01232,2021-10-11,Toronto,18-25,Other
CUST_01233,2023-01-12,New York,18-25,Male
CUST_01234,2022-08-27,Paris,36-45,Female
CUST_01235,2023-09-28,Los Angeles,18-25,Male
CUST_01236,2023-02-18,Sydney,55+,Female
CUST_01237,2022-06-22,Sydney,26-35,Male
CUST_01238,2022-09-04,Paris,36-45,Male
CUST_01239,2021-10-17,Berlin,26-35,Male
CUST_01240,2021-04-13,Chicago,36-45,Female
CUST_01241,2023-05-03,Sydney,36-45,Other
CUST_01242,2021-07-18,New York,36-45,Other
CUST_01243,2021-10-31,Berlin,36-45,Male
CUST_01244,2021-08-21,New York,26-35,Other
CUST_01245,2022-01-05,Berlin,55+,Male
CUST_01246,2021-07-03,Toronto,26-35,Female
CUST_01247,2021-11-06,Paris,55+,Female
CUST_01248,2021-01-15,Sydney,36-45,Female
CUST_01249,2022-12-27,Berlin,18-25,Other
CUST_01250,2022-07-01,Chicago,36-45,Other
CUST_01251,2021-05-10,Paris,36-45,Male
CUST_01252,2021-10-08,Chicago,36-45,Other
CUST_01253,2021-02-16,Chicago,46-55,Other
CUST_01254,2023-09-25,Los Angeles,46-55,Male
CUST_01255,2021-02-25,Toronto,55+,Other
CUST_01256,2022-07-21,Paris,18-25,Male
CUST_01257,2021-10-27,Paris,46-55,Female
CUST_01258,2022-12-16,London,55+,Other
CUST_01259,2023-08-25,Berlin,26-35,Male
CUST_01260,2021-05-10,Toronto,46-55,Female
CUST_01261,2022-10-16,Toronto,26-35,Other
CUST_01262,2023-06-09,Paris,26-35,Male
CUST_01263,2023-02-10,Houston,26-35,Female
CUST_01264,2022-05-18,Phoenix,46-55,Other
CUST_01265,2021-04-16,Toronto,26-35,Male
CUST_01266,2023-06-13,London,55+,Female
CUST_01267,2021-01-13,Phoenix,55+,Other
CUST_01268,2022-08-11,Sydney,55+,Other
CUST_01269,2021-10-19,Chicago,46-55,Other
CUST_01270,2022-04-26,Chicago,46-55,Other
CUST_01271,2022-05-06,Toronto,36-45,Male
CUST_01272,2022-03-28,Paris,18-25,Male
CUST_01273,2021-12-15,Berlin,36-45,Female
CUST_01274,2021-07-08,Phoenix,26-35,Other
CUST_01275,2023-09-16,Berlin,46-55,Other
CUST_01276,2021-02-22,London,46-55,Male
CUST_01277,2021-09-16,Berlin,26-35,Male
CUST_01278,2023-08-22,Houston,46-55,Female
CUST_01279,2023-06-02,Houston,46-55,Other
CUST_01280,2022-05-05,Houston,55+,Male
CUST_01281,2021-04-27,Paris,18-25,Other
CUST_01282,2023-04-22,Phoenix,36-45,Other
CUST_01283,2021-03-08,London,26-35,Male
CUST_01284,2022-02-15,Chicago,55+,Male
CUST_01285,2022-05-19,Chicago,26-35,Other
CUST_01286,2021-03-17,Berlin,36-45,Other
CUST_01287,2022-08-14,Berlin,18-25,Female
CUST_01288,2022-10-07,London,46-55,Male
CUST_01289,2022-12-04,Los Angeles,36-45,Male
CUST_01290,2021-02-24,London,36-45,Other
CUST_01291,2021-06-05,Berlin,26-35,Female
CUST_01292,2021-06-02,Sydney,46-55,Other
CUST_01293,2023-04-11,Paris,46-55,Female
CUST_01294,2022-07-31,Paris,46-55,Male
CUST_01295,2023-08-30,Toronto,55+,Other
CUST_01296,2021-11-08,Berlin,36-45,Male
CUST_01297,2021-03-29,Phoenix,36-45,Other
CUST_01298,2021-09-12,Toronto,55+,Male
CUST_01299,2021-05-02,New York,18-25,Male
CUST_01300,2022-07-26,Berlin,55+,Other
CUST_01301,2023-02-22,Los Angeles,18-25,Female
CUST_01302,2022-03-03,New York,26-35,Male
CUST_01303,2022-09-13,Toronto,26-35,Male
CUST_01304,2022-09-03,Chicago,36-45,Male
CUST_01305,2023-03-21,New York,55+,Male
CUST_01306,2022-09-26,New York,55+,Other
CUST_01307,2021-08-20,Houston,55+,Other
CUST_01308,2023-03-06,Phoenix,55+,Female
CUST_01309,2022-06-20,Chicago,46-55,Female
CUST_01310,2022-01-25,Phoenix,46-55,Male
CUST_01311,2022-04-07,Phoenix,26-35,Other
CUST_01312,2023-07-20,Chicago,46-55,Male
CUST_01313,2022-03-30,New York,18-25,Female
CUST_01314,2021-11-01,Phoenix,55+,Other
CUST_01315,2023-05-31,Houston,46-55,Male
CUST_01316,2022-08-26,Berlin,26-35,Male
CUST_01317,2022-03-16,New York,46-55,Female
CUST_01318,2021-11-09,London,18-25,Male
CUST_01319,2022-08-06,Sydney,36-45,Female
CUST_01320,2022-09-28,Los Angeles,55+,Male
CUST_01321,2021-03-03,Paris,46-55,Female
CUST_01322,2022-09-17,Berlin,36-45,Male
CUST_01323,2023-09-11,Houston,18-25,Male
CUST_01324,2023-01-28,Berlin,26-35,Other
CUST_01325,2021-04-12,Toronto,18-25,Other
CUST_01326,2023-08-29,Houston,55+,Male
CUST_01327,2023-02-21,Berlin,26-35,Other
CUST_01328,2021-08-01,Phoenix,18-25,Female
CUST_01329,2022-10-03,New York,55+,Female
CUST_01330,2021-08-05,Toronto,46-55,Other
CUST_01331,2021-09-28,Toronto,18-25,Male
CUST_01332,2022-11-08,Toronto,26-35,Other
CUST_01333,2021-03-25,London,26-35,Female
CUST_01334,2021-06-10,Berlin,18-25,Male
CUST_01335,2021-09-03,New York,46-55,Other
CUST_01336,2021-06-27,New York,36-45,Female
CUST_01337,2022-07-20,Phoenix,26-35,Other
CUST_01338,2021-03-18,Houston,26-35,Male
CUST_01339,2021-06-10,Paris,36-45,Other
CUST_01340,2021-01-03,Sydney,55+,Other
CUST_01341,2022-02-23,Houston,18-25,Other
CUST_01342,2022-04-07,London,46-55,Female
CUST_01343,2022-12-07,Paris,18-25,Male
CUST_01344,2022-09-01,Berlin,36-45,Female
CUST_01345,2022-04-27,Paris,55+,Female
CUST_01346,2021-10-26,Houston,18-25,Other
CUST_01347,2021-02-03,Houston,26-35,Female
CUST_01348,2021-08-26,Phoenix,36-45,Female
CUST_01349,2021-10-23,Sydney,46-55,Other
CUST_01350,2022-12-25,Chicago,46-55,Male
CUST_01351,2021-10-17,Los Angeles,26-35,Female
CUST_01352,2022-12-21,Chicago,18-25,Other
CUST_01353,2023-05-31,Chicago,26-35,Female
CUST_01354,2022-04-10,Berlin,55+,Other
CUST_01355,2021-03-14,Los Angeles,46-55,Female
CUST_01356,2022-12-05,Toronto,46-55,Other
CUST_01357,2021-08-28,New York,18-25,Female
CUST_01358,2023-08-05,Toronto,46-55,Female
CUST_01359,2021-09-28,Phoenix,26-35,Other
CUST_01360,2023-03-18,Berlin,26-35,Male
CUST_01361,2023-03-22,Phoenix,26-35,Female
CUST_01362,2022-10-03,Chicago,36-45,Female
CUST_01363,2022-08-27,Chicago,46-55,Other
CUST_01364,2022-11-09,Paris,46-55,Other
CUST_01365,2023-04-04,Phoenix,26-35,Other
CUST_01366,2023-08-15,New York,55+,Female
CUST_01367,2021-07-22,London,55+,Other
CUST_01368,2022-03-12,Sydney,36-45,Female
CUST_01369,2021-04-28,Chicago,55+,Male
CUST_01370,2022-07-12,New York,26-35,Male
CUST_01371,2021-08-19,Chicago,55+,Female
CUST_01372,2022-10-26,London,46-55,Male
CUST_01373,2021-06-02,Paris,36-45,Female
CUST_01374,2023-07-20,New York,26-35,Other
CUST_01375,2021-09-30,Paris,18-25,Female
CUST_01376,2023-04-27,Phoenix,26-35,Female
CUST_01377,2021-05-26,Sydney,46-55,Male
CUST_01378,2021-03-15,Paris,18-25,Male
CUST_01379,2021-03-03,Berlin,46-55,Male
CUST_01380,2021-06-19,London,55+,Female
CUST_01381,2023-03-23,Los Angeles,26-35,Other
CUST_01382,2021-11-11,London,55+,Female
CUST_01383,2022-09-02,Berlin,36-45,Male
CUST_01384,2023-02-06,Houston,55+,Female
CUST_01385,2023-04-25,Chicago,46-55,Female
CUST_01386,2022-08-06,Berlin,46-55,Other
CUST_01387,2023-08-02,Los Angeles,46-55,Other
CUST_01388,2021-10-23,Berlin,55+,Other
CUST_01389,2022-03-26,Chicago,18-25,Male
CUST_01390,2021-05-08,Toronto,18-25,Male
CUST_01391,2022-04-25,Berlin,36-45,Male
CUST_01392,2022-12-07,Berlin,46-55,Male
CUST_01393,2021-11-08,Toronto,36-45,Male
CUST_01394,2022-12-18,Los Angeles,36-45,Female
CUST_01395,2022-02-17,London,46-55,Other
CUST_01396,2023-08-24,Houston,55+,Female
CUST_01397,2021-10-06,Houston,26-35,Female
CUST_01398,2022-05-28,London,46-55,Other
CUST_01399,2022-07-07,London,26-35,Female
CUST_01400,2022-05-21,London,26-35,Male
CUST_01401,2022-03-25,Phoenix,55+,Other
CUST_01402,2021-03-24,Houston,46-55,Female
CUST_01403,2022-09-05,Paris,46-55,Other
CUST_01404,2021-02-10,Berlin,46-55,Male
CUST_01405,2023-06-30,Sydney,26-35,Other
CUST_01406,2022-03-19,Berlin,55+,Other
CUST_01407,2023-01-23,New York,18-25,Male
CUST_01408,2021-11-27,Los Angeles,46-55,Female
CUST_01409,2022-09-11,London,18-25,Male
CUST_01410,2021-09-14,Sydney,26-35,Male
CUST_01411,2021-01-27,Houston,26-35,Female
CUST_01412,2021-04-04,Paris,36-45,Male
CUST_01413,2021-08-23,Paris,55+,Male
CUST_01414,2023-09-12,Houston,36-45,Other
CUST_01415,2022-11-22,New York,18-25,Other
CUST_01416,2023-05-07,London,26-35,Male
CUST_01417,2023-06-01,Toronto,46-55,Female
CUST_01418,2022-08-13,Los Angeles,46-55,Other
CUST_01419,2022-08-25,Toronto,55+,Female
CUST_01420,2023-09-01,Phoenix,18-25,Other
CUST_01421,2021-01-22,Berlin,36-45,Other
CUST_01422,2023-02-23,Phoenix,18-25,Female
CUST_01423,2022-11-20,New York,18-25,Other
CUST_01424,2023-04-22,Berlin,55+,Female
CUST_01425,2021-10-03,London,36-45,Male
CUST_01426,2022-08-14,Berlin,46-55,Female
CUST_01427,2021-02-11,Berlin,46-55,Female
CUST_01428,2023-02-21,Sydney,26-35,Female
CUST_01429,2023-02-14,Sydney,36-45,Female
CUST_01430,2021-06-29,New York,26-35,Male
CUST_01431,2022-04-27,Phoenix,55+,Female
CUST_01432,2022-06-16,Houston,18-25,Female
CUST_01433,2022-10-30,London,46-55,Other
CUST_01434,2022-03-29,Berlin,18-25,Female
CUST_01435,2023-07-28,Los Angeles,18-25,Other
CUST_01436,2021-10-12,Los Angeles,46-55,Female
CUST_01437,2021-07-05,Chicago,46-55,Female
CUST_01438,2022-08-23,Berlin,36-45,Female
CUST_01439,2022-03-23,Berlin,46-55,Female
CUST_01440,2022-10-13,New York,26-35,Other
CUST_01441,2023-04-14,Los Angeles,46-55,Female
CUST_01442,2022-05-19,Houston,18-25,Female
CUST_01443,2023-09-20,Houston,18-25,Male
CUST_01444,2021-04-04,Toronto,36-45,Female
CUST_01445,2022-04-27,Los Angeles,18-25,Male
CUST_01446,2021-12-23,Houston,26-35,Female
CUST_01447,2022-02-23,Berlin,36-45,Female
CUST_01448,2021-12-08,Toronto,46-55,Other
CUST_01449,2021-11-25,Los Angeles,46-55,Male
CUST_01450,2022-11-18,Chicago,46-55,Female
CUST_01451,2021-04-18,New York,18-25,Female
CUST_01452,2023-05-29,Sydney,18-25,Male
CUST_01453,2021-06-14,London,55+,Other
CUST_01454,2021-12-04,New York,26-35,Male
CUST_01455,2022-02-26,Los Angeles,46-55,Male
CUST_01456,2022-12-12,Los Angeles,26-35,Other
CUST_01457,2022-05-23,New York,46-55,Other
CUST_01458,2021-10-23,Chicago,36-45,Female
CUST_01459,2022-11-10,Phoenix,26-35,Female
CUST_01460,2023-08-26,Berlin,26-35,Female
CUST_01461,2022-02-15,Los Angeles,18-25,Male
CUST_01462,2023-04-14,Paris,55+,Female
CUST_01463,2023-02-18,Houston,18-25,Female
CUST_01464,2022-07-18,Phoenix,26-35,Female
CUST_01465,2021-02-07,Toronto,36-45,Female
CUST_01466,2022-04-11,Toronto,18-25,Other
CUST_01467,2021-04-01,Sydney,55+,Other
CUST_01468,2021-11-19,Toronto,46-55,Other
CUST_01469,2021-09-16,Toronto,26-35,Male
CUST_01470,2021-11-28,London,18-25,Male
CUST_01471,2021-04-29,New York,18-25,Other
CUST_01472,2023-09-21,Toronto,36-45,Other
CUST_01473,2023-03-03,Los Angeles,26-35,Female
CUST_01474,2022-02-18,Berlin,46-55,Female
CUST_01475,2023-06-05,New York,36-45,Male
CUST_01476,2022-06-11,Paris,26-35,Male
CUST_01477,2023-04-25,Los Angeles,26-35,Male
CUST_01478,2021-01-02,Paris,18-25,Male
CUST_01479,2022-11-05,New York,55+,Female
CUST_01480,2023-06-10,Los Angeles,26-35,Other
CUST_01481,2022-07-10,London,46-55,Female
CUST_01482,2022-04-19,Berlin,18-25,Other
CUST_01483,2022-02-28,Los Angeles,55+,Other
CUST_01484,2021-02-25,Phoenix,18-25,Female
CUST_01485,2021-07-12,Phoenix,46-55,Male
CUST_01486,2022-06-15,Paris,36-45,Other
CUST_01487,2022-01-06,Los Angeles,46-55,Female
CUST_01488,2022-09-30,Phoenix,18-25,Other
CUST_01489,2023-02-14,Sydney,55+,Other
CUST_01490,2022-05-26,Toronto,18-25,Female
CUST_01491,2022-10-03,Toronto,18-25,Male
CUST_01492,2022-03-29,New York,46-55,Female
CUST_01493,2023-02-18,Sydney,26-35,Other
CUST_01494,2021-02-22,Chicago,26-35,Other
CUST_01495,2021-07-28,Berlin,36-45,Female
CUST_01496,2021-10-01,Houston,26-35,Male
CUST_01497,2022-07-17,Chicago,26-35,Male
CUST_01498,2021-05-15,Toronto,18-25,Male
CUST_01499,2023-08-08,Berlin,18-25,Other
CUST_01500,2021-10-22,Phoenix,46-55,Female
CUST_01501,2022-03-25,Chicago,18-25,Female
CUST_01502,2023-06-21,Phoenix,18-25,Other
CUST_01503,2022-12-17,London,36-45,Female
CUST_01504,2022-05-12,New York,26-35,Female
CUST_01505,2021-05-05,Berlin,18-25,Female
CUST_01506,2021-01-30,Berlin,26-35,Male
CUST_01507,2023-09-24,Chicago,18-25,Female
CUST_01508,2022-10-08,Los Angeles,26-35,Male
CUST_01509,2022-09-16,New York,26-35,Other
CUST_01510,2023-03-30,New York,18-25,Male
CUST_01511,2021-09-03,Paris,46-55,Female
CUST_01512,2022-12-28,Paris,55+,Other
CUST_01513,2021-06-12,Toronto,18-25,Female
CUST_01514,2021-11-15,Berlin,36-45,Male
CUST_01515,2022-07-19,Berlin,36-45,Male
CUST_01516,2021-01-15,Los Angeles,55+,Other
CUST_01517,2022-07-20,Phoenix,26-35,Female
CUST_01518,2022-02-22,Houston,55+,Other
CUST_01519,2021-04-06,London,26-35,Male
CUST_01520,2021-08-19,Houston,55+,Other
CUST_01521,2023-05-12,Toronto,46-55,Male
CUST_01522,2023-07-24,Berlin,46-55,Female
CUST_01523,2021-04-27,Chicago,18-25,Male
CUST_01524,2022-04-18,Chicago,26-35,Female
CUST_01525,2023-08-28,Chicago,26-35,Other
CUST_01526,2021-05-01,Houston,18-25,Other
CUST_01527,2022-10-26,Paris,36-45,Other
CUST_01528,2023-05-03,Phoenix,36-45,Female
CUST_01529,2021-06-07,Houston,26-35,Other
CUST_01530,2022-05-26,Los Angeles,18-25,Other
CUST_01531,2023-08-14,Chicago,46-55,Female
CUST_01532,2023-01-04,Paris,36-45,Other
CUST_01533,2021-10-26,New York,18-25,Male
CUST_01534,2022-06-06,Berlin,46-55,Male
CUST_01535,2022-12-24,Sydney,26-35,Male
CUST_01536,2021-10-07,Berlin,46-55,Other
CUST_01537,2022-03-02,Los Angeles,26-35,Other
CUST_01538,2023-05-05,Phoenix,18-25,Other
CUST_01539,2022-05-10,Los Angeles,36-45,Female
CUST_01540,2022-04-29,Phoenix,55+,Female
CUST_01541,2021-09-07,Los Angeles,36-45,Female
CUST_01542,2022-04-13,Houston,18-25,Other
CUST_01543,2022-07-19,Paris,18-25,Male
CUST_01544,2021-05-29,Sydney,26-35,Male
CUST_01545,2022-01-28,London,46-55,Female
CUST_01546,2021-07-15,London,36-45,Female
CUST_01547,2023-08-02,Chicago,55+,Male
CUST_01548,2022-09-06,Houston,46-55,Female
CUST_01549,2022-06-05,Los Angeles,18-25,Female
CUST_01550,2023-02-04,Phoenix,55+,Female
CUST_01551,2023-06-20,Paris,55+,Male
CUST_01552,2021-05-20,Los Angeles,26-35,Other
CUST_01553,2023-06-04,Houston,36-45,Other
CUST_01554,2021-03-13,London,18-25,Female
CUST_01555,2021-10-10,Sydney,55+,Female
CUST_01556,2023-03-03,Sydney,36-45,Other
CUST_01557,2023-03-20,London,46-55,Other
CUST_01558,2023-05-25,Paris,26-35,Male
CUST_01559,2022-03-01,Phoenix,36-45,Male
CUST_01560,2021-12-15,Paris,26-35,Male
CUST_01561,2023-08-15,Chicago,36-45,Other
CUST_01562,2023-03-18,Paris,46-55,Female
CUST_01563,2022-06-04,Paris,18-25,Female
CUST_01564,2021-10-01,London,36-45,Female
CUST_01565,2023-04-21,London,18-25,Female
CUST_01566,2021-01-03,Toronto,55+,Male
CUST_01567,2021-10-17,Chicago,55+,Other
CUST_01568,2023-01-14,New York,46-55,Male
CUST_01569,2021-11-02,London,46-55,Other
CUST_01570,2023-05-08,Houston,55+,Female
CUST_01571,2022-08-25,Houston,26-35,Male
CUST_01572,2022-08-17,Toronto,55+,Other
CUST_01573,2022-11-07,Phoenix,55+,Female
CUST_01574,2022-05-17,London,18-25,Male
CUST_01575,2023-06-06,Chicago,26-35,Other
CUST_01576,2021-06-02,London,18-25,Female
CUST_01577,2022-04-03,Sydney,55+,Other
CUST_01578,2022-07-06,Sydney,18-25,Female
CUST_01579,2022-05-11,Sydney,36-45,Female
CUST_01580,2021-12-20,London,26-35,Other
CUST_01581,2021-12-07,Phoenix,46-55,Female
CUST_01582,2022-07-20,Sydney,26-35,Other
CUST_01583,2023-02-21,Berlin,55+,Male
CUST_01584,2022-07-11,Los Angeles,18-25,Other
CUST_01585,2022-01-22,Chicago,18-25,Male
CUST_01586,2022-04-12,Paris,26-35,Other
CUST_01587,2023-08-14,Los Angeles,36-45,Male
CUST_01588,2021-11-26,Phoenix,46-55,Other
CUST_01589,2023-06-10,Chicago,36-45,Male
CUST_01590,2021-07-13,Berlin,26-35,Other
CUST_01591,2022-12-16,Houston,26-35,Male
CUST_01592,2021-09-02,Phoenix,46-55,Other
CUST_01593,2022-08-09,Los Angeles,26-35,Male
CUST_01594,2022-01-28,Los Angeles,18-25,Other
CUST_01595,2021-08-28,New York,26-35,Female
CUST_01596,2023-05-27,Berlin,55+,Other
CUST_01597,2023-03-06,New York,46-55,Other
CUST_01598,2022-02-25,Paris,36-45,Male
CUST_01599,2021-02-14,Paris,26-35,Male
CUST_01600,2021-11-22,Toronto,36-45,Other
CUST_01601,2023-02-02,Paris,36-45,Female
CUST_01602,2022-04-30,Houston,18-25,Female
CUST_01603,2022-12-24,New York,55+,Female
CUST_01604,2023-07-25,Berlin,46-55,Female
CUST_01605,2023-04-11,Phoenix,36-45,Other
CUST_01606,2022-01-26,Berlin,18-25,Male
CUST_01607,2022-01-31,Berlin,26-35,Other
CUST_01608,2022-11-11,Sydney,36-45,Female
CUST_01609,2023-03-23,Chicago,36-45,Male
CUST_01610,2023-04-21,London,26-35,Male
CUST_01611,2022-10-30,Toronto,26-35,Other
CUST_01612,2021-06-05,Houston,55+,Other
CUST_01613,2022-05-23,Paris,18-25,Female
CUST_01614,2023-09-15,Phoenix,26-35,Female
CUST_01615,2021-02-07,Chicago,26-35,Other
CUST_01616,2021-05-10,Sydney,55+,Other
CUST_01617,2022-05-30,Berlin,46-55,Other
CUST_01618,2023-09-16,Berlin,55+,Female
CUST_01619,2022-08-28,Los Angeles,36-45,Male
CUST_01620,2021-12-06,Toronto,26-35,Female
CUST_01621,2023-06-10,London,46-55,Other
CUST_01622,2021-04-13,Berlin,18-25,Female
CUST_01623,2023-06-15,New York,18-25,Male
CUST_01624,2023-05-16,Houston,46-55,Other
CUST_01625,2022-03-27,Paris,18-25,Female
CUST_01626,2021-04-13,Chicago,26-35,Male
CUST_01627,2022-06-23,Berlin,18-25,Male
CUST_01628,2023-07-22,Chicago,26-35,Male
CUST_01629,2022-04-13,Sydney,26-35,Female
CUST_01630,2021-01-16,Chicago,26-35,Female
CUST_01631,2023-01-10,Chicago,18-25,Male
CUST_01632,2021-05-28,Paris,26-35,Female
CUST_01633,2022-02-24,Paris,55+,Male
CUST_01634,2023-06-11,Chicago,55+,Other
CUST_01635,2022-11-02,Sydney,26-35,Other
CUST_01636,2023-09-21,London,26-35,Female
CUST_01637,2021-06-08,New York,55+,Other
CUST_01638,2021-03-18,Houston,18-25,Female
CUST_01639,2022-04-26,Sydney,46-55,Other
CUST_01640,2023-03-12,Houston,46-55,Other
CUST_01641,2023-09-20,Los Angeles,36-45,Male
CUST_01642,2021-09-29,Phoenix,26-35,Other
CUST_01643,2021-12-13,London,26-35,Female
CUST_01644,2022-10-01,Houston,26-35,Other
CUST_01645,2022-12-11,New York,46-55,Other
CUST_01646,2022-02-12,Houston,26-35,Male
CUST_01647,2022-10-28,Berlin,55+,Male
CUST_01648,2021-03-24,London,26-35,Male
CUST_01649,2023-05-23,Toronto,36-45,Male
CUST_01650,2021-12-03,Sydney,36-45,Female
CUST_01651,2023-05-23,Sydney,55+,Male
CUST_01652,2022-11-22,New York,46-55,Male
CUST_01653,2023-05-30,New York,26-35,Male
CUST_01654,2022-07-01,London,36-45,Other
CUST_01655,2022-01-25,Los Angeles,46-55,Other
CUST_01656,2023-09-05,Berlin,18-25,Male
CUST_01657,2021-11-21,Phoenix,36-45,Male
CUST_01658,2022-10-04,Phoenix,46-55,Other
CUST_01659,2023-01-06,Paris,46-55,Female
CUST_01660,2023-06-28,Berlin,26-35,Male
CUST_01661,2023-02-17,Paris,46-55,Female
CUST_01662,2022-05-15,Chicago,46-55,Female
CUST_01663,2023-06-13,Toronto,46-55,Male
CUST_01664,2022-07-09,Toronto,55+,Other
CUST_01665,2021-02-06,London,55+,Male
CUST_01666,2022-09-25,Paris,46-55,Male
CUST_01667,2021-03-12,Los Angeles,26-35,Female
CUST_01668,2021-08-29,Berlin,46-55,Male
CUST_01669,2022-10-09,Phoenix,18-25,Female
CUST_01670,2022-12-02,Toronto,46-55,Female
CUST_01671,2023-08-02,Houston,46-55,Male
CUST_01672,2021-10-22,Berlin,18-25,Male
CUST_01673,2021-08-21,Toronto,36-45,Female
CUST_01674,2023-02-04,London,55+,Male
CUST_01675,2021-04-03,London,55+,Male
CUST_01676,2022-03-21,Sydney,26-35,Female
CUST_01677,2021-04-11,Sydney,55+,Male
CUST_01678,2023-02-18,Paris,26-35,Female
CUST_01679,2022-10-11,New York,36-45,Male
CUST_01680,2022-12-22,Berlin,46-55,Female
CUST_01681,2023-06-13,Chicago,46-55,Other
CUST_01682,2021-04-13,Sydney,36-45,Other
CUST_01683,2022-03-31,Chicago,46-55,Male
CUST_01684,2021-06-20,Houston,36-45,Female
CUST_01685,2022-12-12,Los Angeles,46-55,Male
CUST_01686,2021-11-03,Berlin,55+,Female
CUST_01687,2023-07-15,Phoenix,55+,Female
CUST_01688,2021-01-30,Houston,46-55,Female
CUST_01689,2021-02-17,Chicago,18-25,Male
CUST_01690,2021-11-29,Chicago,36-45,Male
CUST_01691,2023-03-27,Chicago,26-35,Female
CUST_01692,2021-02-27,London,46-55,Other
CUST_01693,2021-10-28,Paris,26-35,Male
CUST_01694,2022-01-03,Los Angeles,26-35,Male
CUST_01695,2022-01-19,Houston,26-35,Male
CUST_01696,2022-03-18,Toronto,18-25,Other
CUST_01697,2021-05-30,London,18-25,Other
CUST_01698,2021-09-08,Los Angeles,55+,Other
CUST_01699,2022-06-28,Sydney,36-45,Other
CUST_01700,2022-02-26,Sydney,46-55,Male
CUST_01701,2022-08-03,Sydney,46-55,Male
CUST_01702,2022-11-30,Houston,46-55,Male
CUST_01703,2023-03-23,Paris,46-55,Male
CUST_01704,2021-07-04,Chicago,36-45,Female
CUST_01705,2021-06-24,Toronto,46-55,Other
CUST_01706,2021-06-29,New York,46-55,Other
CUST_01707,2021-03-22,Houston,36-45,Female
CUST_01708,2022-09-17,New York,55+,Other
CUST_01709,2023-06-11,Chicago,18-25,Female
CUST_01710,2022-01-27,Paris,46-55,Female
CUST_01711,2022-09-27,Paris,18-25,Male
CUST_01712,2022-12-01,Chicago,18-25,Male
CUST_01713,2021-09-04,Chicago,46-55,Male
CUST_01714,2022-05-25,Berlin,55+,Other
CUST_01715,2023-07-24,New York,26-35,Female
CUST_01716,2022-08-21,Paris,26-35,Female
CUST_01717,2021-05-27,Chicago,46-55,Female
CUST_01718,2021-08-26,New York,36-45,Other
CUST_01719,2022-04-18,Chicago,36-45,Male
CUST_01720,2022-10-16,Phoenix,55+,Female
CUST_01721,2021-09-18,Chicago,46-55,Male
CUST_01722,2022-04-16,Berlin,36-45,Male
CUST_01723,2021-09-19,Toronto,18-25,Female
CUST_01724,2022-11-14,Paris,46-55,Female
CUST_01725,2021-01-10,Paris,46-55,Female
