order_id,customer_id,order_date,order_value,category,quantity,is_returned
ORD_0001672,CUST_00124,2022-01-15,267.42,Clothing,1,False
ORD_0001673,CUST_00124,2022-02-17,139.97,Home & Garden,1,False
ORD_0001674,CUST_00124,2022-04-08,185.78,Sports,5,False
ORD_0001675,CUST_00124,2022-04-10,489.58,Home & Garden,2,False
ORD_0001676,CUST_00124,2022-05-08,138.57,Beauty,3,False
ORD_0001677,CUST_00124,2022-07-17,516.21,Electronics,3,False
ORD_0001678,CUST_00124,2022-07-24,1087.92,Electronics,3,False
ORD_0001679,CUST_00124,2022-10-24,1010.72,Electronics,4,False
ORD_0001680,CUST_00124,2022-10-26,428.58,Home & Garden,1,True
ORD_0001681,CUST_00124,2022-12-23,215.19,Sports,2,False
ORD_0001682,CUST_00124,2023-01-27,782.27,Electronics,3,False
ORD_0001683,CUST_00124,2023-03-20,68.73,Sports,5,False
ORD_0001684,CUST_00124,2023-04-29,290.82,Clothing,2,False
ORD_0001685,CUST_00124,2023-05-11,48.49,Books,5,False
ORD_0001686,CUST_00124,2023-05-13,916.87,Electronics,5,False
ORD_0001687,CUST_00124,2023-06-09,154.1,Clothing,2,False
ORD_0001688,CUST_00124,2023-08-10,248.8,Clothing,3,False
ORD_0001689,CUST_00125,2022-12-04,44.34,Home & Garden,5,False
ORD_0001690,CUST_00125,2022-12-06,210.81,Sports,5,False
ORD_0001691,CUST_00125,2022-12-17,49.58,Home & Garden,2,False
ORD_0001692,CUST_00125,2023-01-06,210.05,Clothing,5,False
ORD_0001693,CUST_00125,2023-02-07,150.39,Home & Garden,2,False
ORD_0001694,CUST_00125,2023-03-29,745.77,Electronics,1,False
ORD_0001695,CUST_00125,2023-04-21,210.92,Home & Garden,3,False
ORD_0001696,CUST_00125,2023-04-29,18.7,Beauty,1,False
ORD_0001697,CUST_00125,2023-05-14,101.87,Sports,5,False
ORD_0001698,CUST_00125,2023-07-03,110.82,Home & Garden,1,False
ORD_0001699,CUST_00125,2023-07-04,793.6,Electronics,4,True
ORD_0001700,CUST_00125,2023-07-12,19.35,Home & Garden,2,False
ORD_0001701,CUST_00125,2023-07-19,874.35,Electronics,3,False
ORD_0001702,CUST_00125,2023-08-01,670.51,Electronics,1,False
ORD_0001703,CUST_00125,2023-08-13,152.93,Clothing,5,False
ORD_0001704,CUST_00126,2021-12-24,251.84,Sports,1,False
ORD_0001705,CUST_00126,2022-07-02,367.41,Home & Garden,5,False
ORD_0001706,CUST_00126,2022-12-26,114.34,Beauty,1,False
ORD_0001707,CUST_00127,2023-05-15,75.62,Home & Garden,3,False
ORD_0001708,CUST_00127,2023-05-15,108.33,Sports,4,False
ORD_0001709,CUST_00127,2023-05-15,210.73,Clothing,2,False
ORD_0001710,CUST_00128,2023-03-01,1122.42,Electronics,5,False
ORD_0001711,CUST_00128,2023-03-02,116.5,Home & Garden,1,False
ORD_0001712,CUST_00129,2023-03-17,563.65,Electronics,4,False
ORD_0001713,CUST_00129,2023-03-17,31.11,Beauty,5,False
ORD_0001714,CUST_00129,2023-03-17,495.76,Electronics,4,False
ORD_0001715,CUST_00129,2023-03-20,148.35,Beauty,2,True
ORD_0001716,CUST_00129,2023-03-27,192.17,Clothing,4,False
ORD_0001717,CUST_00129,2023-03-30,210.56,Sports,3,False
ORD_0001718,CUST_00129,2023-03-30,163.97,Home & Garden,1,False
ORD_0001719,CUST_00129,2023-03-31,135.38,Beauty,2,False
ORD_0001720,CUST_00129,2023-04-01,51.58,Clothing,1,False
ORD_0001721,CUST_00129,2023-04-06,24.91,Beauty,5,False
ORD_0001722,CUST_00129,2023-04-13,47.92,Beauty,3,False
ORD_0001723,CUST_00129,2023-04-19,328.92,Sports,4,False
ORD_0001724,CUST_00129,2023-04-27,102.68,Sports,3,False
ORD_0001725,CUST_00129,2023-05-02,31.92,Books,1,False
ORD_0001726,CUST_00129,2023-05-16,271.46,Electronics,4,False
ORD_0001727,CUST_00129,2023-05-18,28.55,Books,2,False
ORD_0001728,CUST_00129,2023-05-31,55.82,Books,1,False
ORD_0001729,CUST_00129,2023-06-01,224.89,Sports,1,False
ORD_0001730,CUST_00129,2023-06-11,635.55,Electronics,1,False
ORD_0001731,CUST_00129,2023-06-14,147.17,Clothing,1,False
ORD_0001732,CUST_00129,2023-06-25,227.35,Clothing,1,False
ORD_0001733,CUST_00129,2023-07-08,133.92,Sports,1,False
ORD_0001734,CUST_00129,2023-07-09,20.43,Books,2,False
ORD_0001735,CUST_00129,2023-07-14,20.32,Books,2,False
ORD_0001736,CUST_00129,2023-07-22,47.03,Beauty,1,False
ORD_0001737,CUST_00129,2023-07-23,36.29,Clothing,3,False
ORD_0001738,CUST_00129,2023-07-26,42.0,Beauty,4,False
ORD_0001739,CUST_00129,2023-07-27,36.04,Books,5,False
ORD_0001740,CUST_00129,2023-07-28,893.63,Electronics,2,False
ORD_0001741,CUST_00129,2023-08-06,145.59,Electronics,5,False
ORD_0001742,CUST_00129,2023-08-07,263.02,Clothing,4,False
ORD_0001743,CUST_00129,2023-08-08,376.24,Sports,3,False
ORD_0001744,CUST_00129,2023-08-11,491.16,Home & Garden,5,False
ORD_0001745,CUST_00129,2023-08-15,529.61,Electronics,5,False
ORD_0001746,CUST_00129,2023-08-27,353.64,Home & Garden,3,False
ORD_0001747,CUST_00129,2023-08-28,252.21,Electronics,1,False
ORD_0001748,CUST_00129,2023-08-31,1098.67,Electronics,5,False
ORD_0001749,CUST_00129,2023-09-02,62.3,Beauty,2,False
ORD_0001750,CUST_00129,2023-09-06,386.4,Home & Garden,4,False
ORD_0001751,CUST_00129,2023-09-07,264.08,Clothing,5,False
ORD_0001752,CUST_00129,2023-09-08,93.84,Home & Garden,4,False
ORD_0001753,CUST_00129,2023-09-18,523.73,Electronics,4,False
ORD_0001754,CUST_00129,2023-09-19,291.77,Clothing,4,False
ORD_0001755,CUST_00129,2023-09-30,342.13,Sports,3,False
ORD_0001756,CUST_00129,2023-10-03,712.89,Electronics,3,False
ORD_0001757,CUST_00129,2023-10-07,35.83,Beauty,4,False
ORD_0001758,CUST_00129,2023-10-08,43.31,Sports,2,False
ORD_0001759,CUST_00129,2023-10-12,596.51,Electronics,3,True
ORD_0001760,CUST_00129,2023-10-14,478.46,Home & Garden,1,False
ORD_0001761,CUST_00129,2023-10-19,213.44,Clothing,1,False
ORD_0001762,CUST_00129,2023-10-23,525.35,Electronics,1,False
ORD_0001763,CUST_00129,2023-10-26,244.88,Sports,3,False
ORD_0001764,CUST_00130,2021-05-15,133.42,Home & Garden,5,False
ORD_0001765,CUST_00130,2021-09-30,51.29,Beauty,3,False
ORD_0001766,CUST_00130,2021-11-06,97.31,Home & Garden,3,False
ORD_0001767,CUST_00130,2022-01-03,197.14,Sports,3,False
ORD_0001768,CUST_00130,2022-10-25,708.57,Electronics,1,False
ORD_0001769,CUST_00131,2022-06-27,114.53,Clothing,4,False
ORD_0001770,CUST_00131,2022-10-05,18.93,Books,3,False
ORD_0001771,CUST_00131,2022-10-12,102.83,Sports,5,False
ORD_0001772,CUST_00131,2022-11-12,46.28,Books,3,False
ORD_0001773,CUST_00131,2023-02-19,937.8,Electronics,2,False
ORD_0001774,CUST_00131,2023-04-05,62.61,Beauty,4,False
ORD_0001775,CUST_00131,2023-04-10,673.37,Electronics,2,False
ORD_0001776,CUST_00132,2023-04-29,45.02,Books,3,False
ORD_0001777,CUST_00132,2023-05-03,199.4,Clothing,4,False
ORD_0001778,CUST_00132,2023-05-18,34.8,Books,3,False
ORD_0001779,CUST_00132,2023-05-27,295.94,Sports,5,False
ORD_0001780,CUST_00132,2023-05-29,69.24,Clothing,5,False
ORD_0001781,CUST_00132,2023-06-03,25.48,Beauty,2,False
ORD_0001782,CUST_00132,2023-06-09,24.77,Clothing,1,False
ORD_0001783,CUST_00132,2023-06-09,125.05,Electronics,5,False
ORD_0001784,CUST_00132,2023-06-10,133.58,Clothing,3,False
ORD_0001785,CUST_00132,2023-06-15,205.44,Home & Garden,1,False
ORD_0001786,CUST_00132,2023-06-16,15.68,Books,5,True
ORD_0001787,CUST_00132,2023-06-17,63.16,Beauty,3,False
ORD_0001788,CUST_00132,2023-06-23,339.46,Home & Garden,3,False
ORD_0001789,CUST_00132,2023-06-28,41.99,Sports,4,False
ORD_0001790,CUST_00132,2023-07-06,36.21,Books,5,False
ORD_0001791,CUST_00132,2023-07-24,46.46,Books,1,True
ORD_0001792,CUST_00132,2023-08-04,101.56,Beauty,3,False
ORD_0001793,CUST_00132,2023-08-11,168.16,Clothing,2,False
ORD_0001794,CUST_00132,2023-08-23,317.9,Sports,2,False
ORD_0001795,CUST_00132,2023-08-26,157.57,Sports,4,False
ORD_0001796,CUST_00133,2021-02-06,326.62,Sports,3,False
ORD_0001797,CUST_00133,2021-03-03,198.45,Clothing,3,False
ORD_0001798,CUST_00133,2021-03-09,63.0,Home & Garden,1,False
ORD_0001799,CUST_00133,2021-03-28,55.16,Beauty,1,False
ORD_0001800,CUST_00133,2021-09-03,135.47,Sports,4,False
ORD_0001801,CUST_00133,2021-10-04,264.28,Home & Garden,4,False
ORD_0001802,CUST_00133,2021-12-05,130.24,Clothing,1,False
ORD_0001803,CUST_00133,2022-02-08,338.52,Sports,1,False
ORD_0001804,CUST_00133,2022-03-17,220.78,Clothing,2,False
ORD_0001805,CUST_00133,2022-03-21,147.59,Beauty,4,False
ORD_0001806,CUST_00133,2022-04-03,474.15,Home & Garden,1,False
ORD_0001807,CUST_00133,2022-05-02,134.38,Sports,5,False
ORD_0001808,CUST_00133,2022-06-07,24.4,Books,5,False
ORD_0001809,CUST_00133,2022-07-06,46.45,Books,5,False
ORD_0001810,CUST_00133,2022-08-28,92.53,Beauty,5,False
ORD_0001811,CUST_00133,2023-01-20,50.53,Books,3,False
ORD_0001812,CUST_00133,2023-02-16,83.32,Beauty,1,False
ORD_0001813,CUST_00133,2023-02-20,54.99,Books,3,True
ORD_0001814,CUST_00133,2023-05-05,307.67,Home & Garden,2,False
ORD_0001815,CUST_00133,2023-07-30,318.47,Sports,4,False
ORD_0001816,CUST_00133,2023-09-08,65.58,Clothing,2,False
ORD_0001817,CUST_00133,2023-09-11,449.0,Home & Garden,1,False
ORD_0001818,CUST_00133,2023-10-08,224.02,Clothing,5,False
ORD_0001819,CUST_00133,2023-10-14,51.25,Books,1,False
ORD_0001820,CUST_00134,2023-04-07,170.71,Clothing,4,False
ORD_0001821,CUST_00134,2023-04-10,50.24,Clothing,2,False
ORD_0001822,CUST_00134,2023-04-24,36.72,Books,3,False
ORD_0001823,CUST_00134,2023-06-03,81.46,Home & Garden,2,False
ORD_0001824,CUST_00134,2023-06-09,60.72,Beauty,5,False
ORD_0001825,CUST_00134,2023-06-18,1024.33,Electronics,5,False
ORD_0001826,CUST_00134,2023-06-29,65.11,Clothing,5,False
ORD_0001827,CUST_00134,2023-07-01,63.14,Beauty,3,False
ORD_0001828,CUST_00134,2023-08-27,40.95,Home & Garden,5,True
ORD_0001829,CUST_00135,2021-12-30,89.57,Beauty,5,False
ORD_0001830,CUST_00135,2022-03-03,115.25,Sports,5,False
ORD_0001831,CUST_00135,2022-11-30,165.69,Home & Garden,3,False
ORD_0001832,CUST_00136,2022-02-19,143.23,Sports,1,False
ORD_0001833,CUST_00136,2022-04-08,152.19,Home & Garden,3,False
ORD_0001834,CUST_00136,2022-04-17,65.72,Beauty,3,False
ORD_0001835,CUST_00136,2022-05-12,111.95,Beauty,4,False
ORD_0001836,CUST_00136,2022-06-18,357.06,Home & Garden,3,False
ORD_0001837,CUST_00136,2022-07-10,76.05,Clothing,4,False
ORD_0001838,CUST_00136,2022-07-23,110.15,Electronics,5,False
ORD_0001839,CUST_00136,2022-09-01,39.9,Books,4,False
ORD_0001840,CUST_00136,2022-09-10,84.06,Clothing,1,False
ORD_0001841,CUST_00136,2022-10-21,137.87,Sports,3,False
ORD_0001842,CUST_00136,2022-11-18,58.53,Clothing,3,False
ORD_0001843,CUST_00136,2023-03-19,41.45,Home & Garden,5,False
ORD_0001844,CUST_00136,2023-03-27,300.22,Sports,1,False
ORD_0001845,CUST_00136,2023-04-19,64.35,Clothing,4,False
ORD_0001846,CUST_00136,2023-05-16,30.01,Sports,2,False
ORD_0001847,CUST_00136,2023-05-17,280.84,Sports,1,False
ORD_0001848,CUST_00136,2023-08-24,109.81,Clothing,1,False
ORD_0001849,CUST_00136,2023-08-26,326.81,Home & Garden,3,False
ORD_0001850,CUST_00137,2021-12-04,966.91,Electronics,3,False
ORD_0001851,CUST_00137,2022-03-29,33.24,Books,5,False
ORD_0001852,CUST_00137,2022-11-28,39.52,Books,3,False
ORD_0001853,CUST_00137,2023-03-11,79.21,Clothing,5,True
ORD_0001854,CUST_00138,2021-05-16,28.07,Books,4,False
ORD_0001855,CUST_00138,2022-12-23,43.35,Books,2,False
ORD_0001856,CUST_00139,2021-08-19,583.64,Electronics,3,False
ORD_0001857,CUST_00139,2021-11-26,246.78,Sports,4,False
ORD_0001858,CUST_00139,2022-01-09,47.0,Books,1,False
ORD_0001859,CUST_00139,2022-03-08,213.86,Sports,2,False
ORD_0001860,CUST_00139,2022-05-08,12.07,Beauty,3,False
ORD_0001861,CUST_00139,2022-05-09,93.74,Beauty,1,False
ORD_0001862,CUST_00139,2022-06-07,25.32,Sports,5,False
ORD_0001863,CUST_00139,2022-06-27,163.15,Clothing,1,False
ORD_0001864,CUST_00139,2022-08-12,456.84,Electronics,5,False
ORD_0001865,CUST_00139,2022-09-08,93.07,Clothing,3,False
ORD_0001866,CUST_00139,2023-01-27,588.94,Electronics,3,False
ORD_0001867,CUST_00139,2023-02-25,41.2,Clothing,4,False
ORD_0001868,CUST_00139,2023-04-22,109.28,Sports,4,False
ORD_0001869,CUST_00140,2023-07-26,640.51,Electronics,4,False
ORD_0001870,CUST_00140,2023-07-26,67.49,Beauty,2,False
ORD_0001871,CUST_00140,2023-07-26,29.84,Books,2,False
ORD_0001872,CUST_00141,2023-08-25,706.13,Electronics,2,False
ORD_0001873,CUST_00141,2023-08-25,57.03,Clothing,4,True
ORD_0001874,CUST_00142,2022-09-24,10.27,Beauty,4,False
ORD_0001875,CUST_00142,2022-10-28,18.12,Books,1,False
ORD_0001876,CUST_00142,2022-11-11,45.09,Books,1,False
ORD_0001877,CUST_00142,2022-11-20,15.68,Books,2,False
ORD_0001878,CUST_00142,2022-12-26,331.36,Home & Garden,5,False
ORD_0001879,CUST_00142,2023-01-01,30.85,Books,1,False
ORD_0001880,CUST_00142,2023-02-05,71.82,Clothing,4,False
ORD_0001881,CUST_00142,2023-02-13,163.83,Clothing,1,False
ORD_0001882,CUST_00142,2023-03-08,45.94,Books,1,False
ORD_0001883,CUST_00142,2023-03-20,70.16,Clothing,5,False
ORD_0001884,CUST_00142,2023-03-28,99.38,Beauty,4,False
ORD_0001885,CUST_00142,2023-04-08,351.07,Home & Garden,5,False
ORD_0001886,CUST_00142,2023-04-26,41.41,Sports,5,False
ORD_0001887,CUST_00142,2023-05-12,315.41,Sports,5,False
ORD_0001888,CUST_00142,2023-06-19,42.18,Home & Garden,4,False
ORD_0001889,CUST_00142,2023-08-06,135.84,Home & Garden,5,False
ORD_0001890,CUST_00142,2023-08-09,30.55,Books,1,False
ORD_0001891,CUST_00142,2023-08-27,33.11,Beauty,5,False
ORD_0001892,CUST_00143,2023-06-18,109.1,Clothing,5,False
ORD_0001893,CUST_00143,2023-06-18,226.94,Home & Garden,4,False
ORD_0001894,CUST_00143,2023-06-18,10.87,Books,2,False
ORD_0001895,CUST_00143,2023-06-18,62.69,Beauty,1,False
ORD_0001896,CUST_00143,2023-06-18,25.17,Books,1,False
ORD_0001897,CUST_00143,2023-06-18,96.5,Beauty,5,True
ORD_0001898,CUST_00143,2023-06-18,299.22,Home & Garden,5,False
ORD_0001899,CUST_00144,2023-02-01,199.41,Clothing,1,False
ORD_0001900,CUST_00144,2023-02-01,27.08,Sports,4,False
ORD_0001901,CUST_00144,2023-02-15,11.39,Books,1,True
ORD_0001902,CUST_00144,2023-04-16,15.01,Books,4,False
ORD_0001903,CUST_00144,2023-05-17,31.08,Books,4,False
ORD_0001904,CUST_00144,2023-05-20,69.26,Clothing,5,False
ORD_0001905,CUST_00144,2023-05-25,220.1,Sports,5,False
ORD_0001906,CUST_00144,2023-06-01,329.0,Electronics,3,True
ORD_0001907,CUST_00144,2023-06-20,121.73,Sports,5,False
ORD_0001908,CUST_00144,2023-06-21,39.75,Books,2,False
ORD_0001909,CUST_00144,2023-06-23,94.43,Clothing,4,True
ORD_0001910,CUST_00144,2023-07-21,155.47,Sports,1,False
ORD_0001911,CUST_00144,2023-07-26,108.87,Beauty,2,False
ORD_0001912,CUST_00144,2023-07-28,146.0,Home & Garden,1,False
ORD_0001913,CUST_00144,2023-08-11,184.39,Home & Garden,1,False
ORD_0001914,CUST_00144,2023-09-01,20.3,Beauty,4,False
ORD_0001915,CUST_00145,2022-01-04,111.17,Beauty,1,False
ORD_0001916,CUST_00145,2022-01-11,235.11,Clothing,3,False
ORD_0001917,CUST_00145,2022-01-24,108.13,Clothing,4,False
ORD_0001918,CUST_00145,2022-02-06,92.51,Beauty,5,False
ORD_0001919,CUST_00145,2022-03-07,14.12,Beauty,4,False
ORD_0001920,CUST_00145,2022-06-22,207.28,Sports,5,False
ORD_0001921,CUST_00145,2022-07-05,71.07,Clothing,3,False
ORD_0001922,CUST_00145,2022-08-16,39.37,Beauty,4,False
ORD_0001923,CUST_00145,2022-08-27,173.63,Home & Garden,4,False
ORD_0001924,CUST_00145,2022-09-02,24.52,Home & Garden,2,False
ORD_0001925,CUST_00145,2022-10-01,239.06,Sports,4,False
ORD_0001926,CUST_00145,2022-10-04,126.35,Electronics,2,False
ORD_0001927,CUST_00145,2022-10-04,22.13,Books,2,False
ORD_0001928,CUST_00145,2022-12-01,35.15,Books,1,False
ORD_0001929,CUST_00145,2023-03-29,132.99,Sports,2,False
ORD_0001930,CUST_00145,2023-04-25,83.63,Beauty,4,False
ORD_0001931,CUST_00145,2023-05-02,24.95,Books,5,False
ORD_0001932,CUST_00145,2023-05-24,176.35,Clothing,2,False
ORD_0001933,CUST_00146,2021-10-16,326.45,Sports,1,False
ORD_0001934,CUST_00146,2021-11-07,110.97,Clothing,4,False
ORD_0001935,CUST_00146,2022-01-21,49.37,Beauty,2,False
ORD_0001936,CUST_00146,2022-02-02,377.29,Home & Garden,5,False
ORD_0001937,CUST_00146,2022-03-27,333.02,Home & Garden,4,False
ORD_0001938,CUST_00146,2022-03-27,20.17,Books,1,False
ORD_0001939,CUST_00146,2022-04-17,28.77,Home & Garden,2,False
ORD_0001940,CUST_00146,2022-04-24,806.91,Electronics,1,False
ORD_0001941,CUST_00146,2022-06-10,18.23,Books,3,False
ORD_0001942,CUST_00146,2022-06-14,399.8,Electronics,3,False
ORD_0001943,CUST_00146,2022-07-12,79.73,Beauty,1,False
ORD_0001944,CUST_00146,2022-07-28,412.76,Home & Garden,2,False
ORD_0001945,CUST_00146,2022-08-19,141.83,Sports,2,False
ORD_0001946,CUST_00146,2022-08-23,131.02,Beauty,5,False
ORD_0001947,CUST_00146,2022-08-26,100.98,Beauty,2,False
ORD_0001948,CUST_00146,2023-02-08,1231.97,Electronics,4,False
ORD_0001949,CUST_00146,2023-02-21,61.96,Beauty,1,False
ORD_0001950,CUST_00146,2023-03-02,93.99,Beauty,2,False
ORD_0001951,CUST_00146,2023-03-27,142.22,Clothing,4,False
ORD_0001952,CUST_00146,2023-05-10,48.58,Books,4,False
ORD_0001953,CUST_00146,2023-05-26,77.13,Electronics,3,False
ORD_0001954,CUST_00146,2023-06-15,105.03,Clothing,1,False
ORD_0001955,CUST_00146,2023-07-30,66.08,Clothing,2,False
ORD_0001956,CUST_00146,2023-08-31,39.49,Books,1,False
ORD_0001957,CUST_00146,2023-09-02,225.8,Clothing,4,False
ORD_0001958,CUST_00147,2022-11-08,206.21,Sports,3,False
ORD_0001959,CUST_00147,2022-11-28,121.29,Home & Garden,4,False
ORD_0001960,CUST_00147,2023-02-03,25.36,Home & Garden,2,False
ORD_0001961,CUST_00147,2023-03-05,39.13,Home & Garden,3,False
ORD_0001962,CUST_00147,2023-03-08,182.2,Home & Garden,3,False
ORD_0001963,CUST_00147,2023-04-11,265.0,Sports,1,False
ORD_0001964,CUST_00148,2022-08-01,702.75,Electronics,3,False
ORD_0001965,CUST_00148,2022-09-16,51.95,Beauty,5,False
ORD_0001966,CUST_00148,2022-12-08,239.32,Home & Garden,2,False
ORD_0001967,CUST_00148,2023-02-02,227.17,Sports,4,False
ORD_0001968,CUST_00149,2022-02-11,114.76,Beauty,1,False
ORD_0001969,CUST_00149,2022-02-13,143.5,Sports,2,False
ORD_0001970,CUST_00149,2022-03-09,238.1,Electronics,5,False
ORD_0001971,CUST_00149,2022-03-29,36.0,Books,3,False
ORD_0001972,CUST_00149,2022-04-17,266.21,Clothing,1,False
ORD_0001973,CUST_00149,2022-04-19,29.5,Books,2,False
ORD_0001974,CUST_00149,2022-05-16,73.79,Beauty,1,False
ORD_0001975,CUST_00149,2022-07-05,1070.17,Electronics,3,False
ORD_0001976,CUST_00149,2022-08-13,217.37,Electronics,5,False
ORD_0001977,CUST_00149,2022-08-14,53.16,Clothing,2,False
ORD_0001978,CUST_00149,2022-09-12,66.48,Home & Garden,1,False
ORD_0001979,CUST_00149,2022-09-20,212.0,Sports,4,False
ORD_0001980,CUST_00149,2022-10-03,1422.04,Electronics,1,False
ORD_0001981,CUST_00149,2022-10-08,18.49,Books,4,False
ORD_0001982,CUST_00149,2022-10-15,45.21,Books,5,False
ORD_0001983,CUST_00149,2022-10-27,84.04,Home & Garden,4,False
ORD_0001984,CUST_00149,2022-10-30,270.34,Sports,1,False
ORD_0001985,CUST_00149,2022-11-15,335.46,Sports,2,False
ORD_0001986,CUST_00149,2022-11-20,24.73,Beauty,3,False
ORD_0001987,CUST_00149,2022-12-03,41.48,Beauty,4,True
ORD_0001988,CUST_00149,2022-12-13,82.71,Clothing,2,False
ORD_0001989,CUST_00149,2022-12-15,354.43,Sports,3,False
ORD_0001990,CUST_00149,2023-01-08,1037.27,Electronics,2,False
ORD_0001991,CUST_00149,2023-01-19,27.9,Beauty,3,False
ORD_0001992,CUST_00149,2023-01-28,650.3,Electronics,4,True
ORD_0001993,CUST_00149,2023-02-15,58.5,Home & Garden,3,False
ORD_0001994,CUST_00149,2023-03-05,21.38,Books,1,False
ORD_0001995,CUST_00149,2023-03-26,191.35,Sports,2,False
ORD_0001996,CUST_00149,2023-06-06,85.11,Beauty,2,False
ORD_0001997,CUST_00149,2023-06-18,105.03,Clothing,1,False
ORD_0001998,CUST_00149,2023-08-11,264.65,Clothing,5,False
ORD_0001999,CUST_00149,2023-08-13,38.77,Beauty,3,False
ORD_0002000,CUST_00149,2023-08-25,18.72,Beauty,5,False
ORD_0002001,CUST_00149,2023-08-27,237.27,Electronics,2,False
ORD_0002002,CUST_00149,2023-09-20,122.33,Home & Garden,5,False
ORD_0002003,CUST_00149,2023-10-26,203.27,Clothing,3,False
ORD_0002004,CUST_00150,2023-07-10,113.03,Sports,3,False
ORD_0002005,CUST_00150,2023-07-12,258.95,Sports,2,False
ORD_0002006,CUST_00150,2023-07-16,26.34,Books,2,False
ORD_0002007,CUST_00150,2023-07-19,16.0,Beauty,5,False
ORD_0002008,CUST_00150,2023-07-23,116.2,Clothing,4,False
ORD_0002009,CUST_00150,2023-07-23,209.41,Sports,2,False
ORD_0002010,CUST_00150,2023-07-27,30.91,Books,3,False
ORD_0002011,CUST_00150,2023-07-28,269.96,Sports,3,False
ORD_0002012,CUST_00150,2023-08-01,434.8,Electronics,2,False
ORD_0002013,CUST_00150,2023-08-03,134.42,Sports,3,False
ORD_0002014,CUST_00150,2023-08-07,357.64,Electronics,4,False
ORD_0002015,CUST_00150,2023-08-07,318.2,Home & Garden,5,False
ORD_0002016,CUST_00150,2023-08-17,147.86,Sports,1,False
ORD_0002017,CUST_00150,2023-08-29,99.38,Home & Garden,4,False
ORD_0002018,CUST_00151,2023-07-27,254.35,Sports,3,False
ORD_0002019,CUST_00151,2023-07-27,153.12,Sports,3,False
ORD_0002020,CUST_00151,2023-07-27,95.23,Home & Garden,5,False
ORD_0002021,CUST_00152,2022-12-02,60.34,Beauty,4,False
ORD_0002022,CUST_00152,2022-12-13,78.78,Beauty,2,False
ORD_0002023,CUST_00152,2022-12-26,226.84,Clothing,3,False
ORD_0002024,CUST_00152,2023-01-07,207.58,Home & Garden,4,False
ORD_0002025,CUST_00152,2023-01-08,10.99,Books,1,False
ORD_0002026,CUST_00152,2023-01-10,15.59,Books,5,False
ORD_0002027,CUST_00152,2023-02-02,36.0,Beauty,5,False
ORD_0002028,CUST_00152,2023-02-26,39.92,Books,1,False
ORD_0002029,CUST_00152,2023-03-19,346.27,Home & Garden,5,False
ORD_0002030,CUST_00152,2023-03-23,289.6,Sports,5,False
ORD_0002031,CUST_00152,2023-04-13,60.81,Beauty,1,False
ORD_0002032,CUST_00152,2023-04-13,262.89,Sports,4,False
ORD_0002033,CUST_00152,2023-05-08,592.26,Electronics,2,False
ORD_0002034,CUST_00152,2023-05-18,1134.43,Electronics,3,False
ORD_0002035,CUST_00152,2023-06-22,265.28,Sports,5,False
ORD_0002036,CUST_00152,2023-07-01,689.32,Electronics,2,False
ORD_0002037,CUST_00152,2023-07-31,235.93,Home & Garden,1,False
ORD_0002038,CUST_00152,2023-08-13,1175.9,Electronics,4,False
ORD_0002039,CUST_00152,2023-08-21,39.19,Books,4,False
ORD_0002040,CUST_00153,2022-04-27,124.47,Clothing,5,True
ORD_0002041,CUST_00153,2022-05-12,318.83,Sports,2,False
ORD_0002042,CUST_00153,2022-05-19,371.73,Home & Garden,1,False
ORD_0002043,CUST_00153,2022-07-06,352.43,Electronics,2,False
ORD_0002044,CUST_00153,2022-07-15,125.37,Home & Garden,4,False
ORD_0002045,CUST_00153,2022-08-01,123.01,Beauty,3,False
ORD_0002046,CUST_00153,2022-08-04,476.06,Electronics,5,False
ORD_0002047,CUST_00153,2022-08-05,50.82,Beauty,1,False
ORD_0002048,CUST_00153,2022-08-06,216.44,Sports,2,True
ORD_0002049,CUST_00153,2022-08-07,456.41,Home & Garden,1,False
ORD_0002050,CUST_00153,2022-09-05,1464.83,Electronics,5,False
ORD_0002051,CUST_00153,2022-09-10,44.83,Books,1,False
ORD_0002052,CUST_00153,2022-10-01,1284.0,Electronics,2,False
ORD_0002053,CUST_00153,2022-10-18,289.49,Electronics,5,False
ORD_0002054,CUST_00153,2022-10-28,346.79,Sports,1,False
ORD_0002055,CUST_00153,2022-11-12,59.97,Books,1,False
ORD_0002056,CUST_00153,2022-11-22,16.78,Books,3,False
ORD_0002057,CUST_00153,2022-11-25,99.61,Clothing,3,False
ORD_0002058,CUST_00153,2022-11-27,446.59,Home & Garden,1,False
ORD_0002059,CUST_00153,2022-12-01,50.17,Clothing,1,False
ORD_0002060,CUST_00153,2023-01-09,59.3,Books,1,False
ORD_0002061,CUST_00153,2023-01-25,19.49,Books,5,False
ORD_0002062,CUST_00153,2023-02-09,536.59,Electronics,4,False
ORD_0002063,CUST_00153,2023-02-13,134.31,Beauty,4,False
ORD_0002064,CUST_00153,2023-02-17,241.33,Clothing,1,False
ORD_0002065,CUST_00153,2023-03-18,464.77,Home & Garden,1,False
ORD_0002066,CUST_00153,2023-04-03,455.22,Home & Garden,1,False
ORD_0002067,CUST_00153,2023-05-13,40.0,Books,1,False
ORD_0002068,CUST_00153,2023-05-18,263.84,Electronics,5,False
ORD_0002069,CUST_00153,2023-05-19,55.37,Beauty,2,False
ORD_0002070,CUST_00153,2023-05-25,25.14,Beauty,5,False
ORD_0002071,CUST_00153,2023-06-05,210.21,Sports,5,False
