customer_id,last_order_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_score,rfm_total,segment,signup_date,location,age_group,gender
CUST_00483,2022-12-16,6,1608.6599999999999,321,1,3,3,133,2.3333333333333335,Needs Attention,2022-02-10,Toronto,26-35,Other
CUST_00484,2023-02-14,7,2117.46,261,2,3,4,234,3.0,Needs Attention,2021-05-15,Sydney,18-25,Female
CUST_00485,2023-04-16,4,669.64,200,3,2,2,322,2.3333333333333335,Others,2022-11-19,London,18-25,Female
CUST_00486,2023-02-10,1,36.43,265,2,1,1,211,1.3333333333333333,Lost,2022-10-23,Chicago,55+,Other
CUST_00487,2023-09-26,31,7222.93,37,5,5,5,555,5.0,Champion,2021-11-04,Berlin,55+,Other
CUST_00488,2023-07-26,15,3031.77,99,4,4,4,444,4.0,Champion,2022-04-14,Paris,36-45,Female
CUST_00489,2022-01-03,2,329.66999999999996,668,1,1,2,112,1.3333333333333333,Lost,2021-11-20,London,26-35,Male
CUST_00490,2023-08-11,2,1267.99,83,4,1,3,413,2.6666666666666665,New Customer,2023-08-10,Houston,36-45,Female
CUST_00491,2023-04-20,5,917.34,196,3,3,3,333,3.0,Loyal Customer,2023-02-09,Paris,46-55,Other
CUST_00492,2023-08-18,7,1970.76,76,4,3,4,434,3.6666666666666665,Loyal Customer,2023-08-17,Chicago,55+,Other
CUST_00493,2023-08-31,11,2561.74,63,4,4,4,444,4.0,Champion,2021-03-16,Toronto,18-25,Other
CUST_00494,2023-04-04,18,2943.91,212,2,4,4,244,3.3333333333333335,At Risk,2021-01-10,Phoenix,18-25,Other
CUST_00495,2023-04-22,7,951.4399999999999,194,3,3,3,333,3.0,Loyal Customer,2022-04-15,Phoenix,36-45,Female
CUST_00496,2023-08-27,7,1248.22,67,4,3,3,433,3.3333333333333335,Loyal Customer,2022-09-29,Chicago,36-45,Male
CUST_00497,2023-04-07,5,605.31,209,3,3,2,332,2.6666666666666665,Others,2022-07-31,Chicago,55+,Other
CUST_00498,2023-10-24,37,13699.95,9,5,5,5,555,5.0,Champion,2021-04-13,New York,36-45,Male
CUST_00499,2021-04-13,1,258.7,933,1,1,1,111,1.0,Lost,2021-03-17,Paris,18-25,Female
CUST_00500,2022-12-06,1,212.84,331,1,1,1,111,1.0,Lost,2022-07-05,Toronto,18-25,Male
CUST_00501,2022-06-11,5,891.49,509,1,3,3,133,2.3333333333333335,Needs Attention,2021-08-07,Paris,18-25,Female
CUST_00502,2023-04-15,5,1043.8,201,3,3,3,333,3.0,Loyal Customer,2022-06-03,New York,46-55,Female
CUST_00503,2023-08-15,12,2721.34,79,4,4,4,444,4.0,Champion,2021-09-29,Chicago,36-45,Male
CUST_00504,2022-10-17,1,388.0,381,1,1,2,112,1.3333333333333333,Lost,2021-05-16,Paris,55+,Male
CUST_00505,2023-08-15,3,311.95,79,4,2,1,421,2.3333333333333335,New Customer,2023-08-14,London,18-25,Other
CUST_00506,2023-02-25,8,857.17,250,2,3,2,232,2.3333333333333335,Others,2021-12-24,Paris,46-55,Other
CUST_00507,2023-06-23,3,2222.82,132,3,2,4,324,3.0,Potential Loyalist,2023-06-22,Houston,36-45,Other
CUST_00508,2022-12-22,2,294.98,315,1,1,1,111,1.0,Lost,2021-03-12,Paris,26-35,Male
CUST_00509,2023-06-21,3,564.62,134,3,2,2,322,2.3333333333333335,Others,2023-06-20,Los Angeles,55+,Female
CUST_00510,2022-05-15,1,32.06,536,1,1,1,111,1.0,Lost,2021-09-08,Sydney,55+,Male
CUST_00511,2022-12-30,3,1398.84,307,1,2,3,123,2.0,Others,2022-01-14,Chicago,55+,Female
CUST_00512,2023-04-03,7,1680.96,213,2,3,3,233,2.6666666666666665,Needs Attention,2021-10-19,London,55+,Other
CUST_00513,2022-09-12,2,58.16,416,1,1,1,111,1.0,Lost,2021-06-11,Los Angeles,26-35,Female
CUST_00514,2023-01-19,2,368.24,287,2,1,2,212,1.6666666666666667,Lost,2022-03-25,Houston,36-45,Female
CUST_00515,2023-10-26,32,6314.95,7,5,5,5,555,5.0,Champion,2023-05-04,London,36-45,Other
CUST_00516,2023-09-19,31,8495.4,44,5,5,5,555,5.0,Champion,2022-07-11,London,36-45,Female
CUST_00517,2023-08-13,17,1931.96,81,4,4,4,444,4.0,Champion,2022-12-22,Chicago,55+,Other
CUST_00518,2022-09-12,3,181.17,416,1,2,1,121,1.3333333333333333,Lost,2021-11-06,Los Angeles,26-35,Other
CUST_00519,2022-12-25,3,304.57,312,1,2,1,121,1.3333333333333333,Lost,2022-09-19,London,46-55,Male
CUST_00520,2023-08-05,10,2128.33,89,4,4,4,444,4.0,Champion,2023-04-07,Sydney,55+,Female
CUST_00521,2023-04-06,4,450.99,210,3,2,2,322,2.3333333333333335,Others,2022-11-01,New York,26-35,Other
CUST_00522,2023-08-14,12,627.94,80,4,4,2,442,3.3333333333333335,Others,2022-06-26,Phoenix,18-25,Male
CUST_00523,2022-09-21,2,66.71000000000001,407,1,1,1,111,1.0,Lost,2021-01-09,Houston,36-45,Other
CUST_00524,2022-12-27,2,336.14,310,1,1,2,112,1.3333333333333333,Lost,2022-11-15,Houston,55+,Female
CUST_00525,2023-04-18,2,248.26,198,3,1,1,311,1.6666666666666667,Others,2023-04-17,Los Angeles,55+,Male
CUST_00526,2023-05-01,8,1027.09,185,3,3,3,333,3.0,Loyal Customer,2022-07-22,London,26-35,Male
CUST_00527,2022-10-26,5,433.78,372,1,3,2,132,2.0,Others,2021-11-03,Phoenix,36-45,Female
CUST_00528,2023-09-02,14,4178.36,61,5,4,5,545,4.666666666666667,Champion,2023-08-13,Los Angeles,46-55,Female
CUST_00529,2023-10-16,28,6128.42,17,5,5,5,555,5.0,Champion,2022-11-11,New York,18-25,Female
CUST_00530,2022-06-28,2,268.61,492,1,1,1,111,1.0,Lost,2021-04-17,New York,26-35,Female
CUST_00531,2023-08-21,3,352.47999999999996,73,4,2,2,422,2.6666666666666665,New Customer,2023-08-20,Toronto,46-55,Other
CUST_00532,2023-06-20,2,105.72,135,3,1,1,311,1.6666666666666667,Others,2023-06-19,Sydney,46-55,Male
CUST_00533,2022-06-03,2,397.67,517,1,1,2,112,1.3333333333333333,Lost,2021-05-18,Toronto,18-25,Male
CUST_00534,2023-03-18,5,1210.03,229,2,3,3,233,2.6666666666666665,Needs Attention,2021-09-28,Chicago,18-25,Female
CUST_00535,2022-08-16,3,906.39,443,1,2,3,123,2.0,Others,2021-04-29,Toronto,18-25,Female
CUST_00536,2023-07-02,1,15.9,123,3,1,1,311,1.6666666666666667,Others,2023-07-01,Sydney,46-55,Male
CUST_00537,2022-06-20,1,39.25,500,1,1,1,111,1.0,Lost,2021-04-20,Toronto,26-35,Female
CUST_00538,2023-08-18,17,4362.08,76,4,4,5,445,4.333333333333333,Champion,2023-01-31,London,46-55,Other
CUST_00539,2023-04-12,7,2138.27,204,3,3,4,334,3.3333333333333335,Loyal Customer,2022-07-21,Berlin,26-35,Male
CUST_00540,2023-11-01,42,7478.15,1,5,5,5,555,5.0,Champion,2021-06-09,Toronto,46-55,Male
CUST_00541,2023-02-18,3,250.3,257,2,2,1,221,1.6666666666666667,Lost,2021-10-06,Los Angeles,18-25,Female
CUST_00542,2023-05-05,3,405.02,181,3,2,2,322,2.3333333333333335,Others,2021-10-16,Sydney,36-45,Other
CUST_00543,2023-08-21,18,1836.04,73,4,4,4,444,4.0,Champion,2022-09-12,Paris,55+,Female
CUST_00544,2023-04-21,6,1181.3700000000001,195,3,3,3,333,3.0,Loyal Customer,2021-08-04,Houston,46-55,Other
CUST_00545,2023-04-12,5,1167.97,204,3,3,3,333,3.0,Loyal Customer,2023-01-05,Chicago,55+,Other
CUST_00546,2023-02-12,9,2049.04,263,2,4,4,244,3.3333333333333335,At Risk,2021-12-18,Sydney,55+,Other
CUST_00547,2023-09-26,24,6987.53,37,5,5,5,555,5.0,Champion,2021-07-28,Los Angeles,55+,Female
CUST_00548,2023-04-05,8,2236.02,211,2,3,4,234,3.0,Needs Attention,2022-12-05,New York,46-55,Other
CUST_00549,2023-04-27,5,1293.69,189,3,3,3,333,3.0,Loyal Customer,2022-10-12,Phoenix,36-45,Female
CUST_00550,2023-05-25,1,87.09,161,3,1,1,311,1.6666666666666667,Others,2023-05-24,New York,55+,Female
CUST_00551,2022-09-28,5,1960.6999999999998,400,1,3,4,134,2.6666666666666665,Needs Attention,2021-09-28,London,46-55,Male
CUST_00552,2022-08-17,2,294.94,442,1,1,1,111,1.0,Lost,2022-06-02,Phoenix,46-55,Female
CUST_00553,2023-05-05,3,606.14,181,3,2,2,322,2.3333333333333335,Others,2022-05-16,Los Angeles,46-55,Other
CUST_00554,2023-04-29,6,1956.9299999999998,187,3,3,4,334,3.3333333333333335,Loyal Customer,2021-09-15,Los Angeles,46-55,Female
CUST_00555,2023-07-18,1,11.02,107,4,1,1,411,2.0,New Customer,2023-07-17,London,46-55,Other
CUST_00556,2023-07-20,7,3148.09,105,4,3,4,434,3.6666666666666665,Loyal Customer,2023-07-19,Chicago,26-35,Female
CUST_00557,2023-10-27,20,6256.07,6,5,5,5,555,5.0,Champion,2023-05-17,Toronto,26-35,Female
CUST_00558,2023-09-09,17,5094.68,54,5,4,5,545,4.666666666666667,Champion,2021-02-22,Chicago,55+,Other
CUST_00559,2023-01-01,3,127.0,305,1,2,1,121,1.3333333333333333,Lost,2021-04-05,Los Angeles,26-35,Female
CUST_00560,2023-04-12,4,395.78,204,3,2,2,322,2.3333333333333335,Others,2022-10-12,Berlin,46-55,Female
CUST_00561,2023-01-16,3,493.89,290,2,2,2,222,2.0,Lost,2022-03-10,Los Angeles,46-55,Male
CUST_00562,2023-08-17,10,1879.6,77,4,4,4,444,4.0,Champion,2023-04-30,London,26-35,Male
CUST_00563,2023-10-09,28,7503.599999999999,24,5,5,5,555,5.0,Champion,2021-10-11,Paris,55+,Other
CUST_00564,2023-10-31,47,11512.69,2,5,5,5,555,5.0,Champion,2021-02-15,Paris,55+,Male
CUST_00565,2023-07-17,18,2257.79,108,4,4,4,444,4.0,Champion,2021-01-04,Sydney,18-25,Female
CUST_00566,2022-12-30,4,1242.09,307,1,2,3,123,2.0,Others,2021-12-08,New York,26-35,Female
CUST_00567,2023-08-18,15,3311.44,76,4,4,4,444,4.0,Champion,2023-03-01,Toronto,46-55,Female
CUST_00568,2023-01-21,3,885.39,285,2,2,3,223,2.3333333333333335,Others,2021-05-14,Chicago,46-55,Other
CUST_00569,2023-01-25,1,1086.2,281,2,1,3,213,2.0,Others,2022-10-15,Paris,18-25,Female
CUST_00570,2023-03-13,8,1324.37,234,2,3,3,233,2.6666666666666665,Needs Attention,2021-09-26,Toronto,26-35,Other
CUST_00571,2023-02-16,5,1421.18,259,2,3,3,233,2.6666666666666665,Needs Attention,2021-06-15,Chicago,55+,Male
CUST_00572,2023-01-31,1,132.88,275,2,1,1,211,1.3333333333333333,Lost,2023-01-30,New York,36-45,Male
CUST_00573,2023-08-31,12,3060.22,63,4,4,4,444,4.0,Champion,2022-03-29,Los Angeles,18-25,Other
CUST_00574,2023-04-09,3,202.23,207,3,2,1,321,2.0,Others,2022-07-19,London,55+,Male
CUST_00575,2023-02-04,3,327.47,271,2,2,2,222,2.0,Lost,2022-12-24,Houston,46-55,Female
CUST_00576,2023-03-04,3,123.81,243,2,2,1,221,1.6666666666666667,Lost,2022-03-14,Houston,18-25,Other
CUST_00577,2023-10-26,25,7143.22,7,5,5,5,555,5.0,Champion,2022-07-29,Toronto,18-25,Other
CUST_00578,2021-06-18,2,130.63,867,1,1,1,111,1.0,Lost,2021-01-10,Berlin,36-45,Other
CUST_00579,2022-09-10,7,728.89,418,1,3,2,132,2.0,Others,2021-04-25,Berlin,55+,Male
CUST_00580,2023-04-17,17,4587.63,199,3,4,5,345,4.0,Loyal Customer,2021-03-19,Phoenix,36-45,Other
CUST_00581,2023-08-27,7,703.6099999999999,67,4,3,2,432,3.0,Others,2023-08-26,Phoenix,18-25,Male
CUST_00582,2023-06-25,3,426.39,130,3,2,2,322,2.3333333333333335,Others,2023-06-24,Phoenix,55+,Male
CUST_00583,2023-04-13,3,457.30999999999995,203,3,2,2,322,2.3333333333333335,Others,2022-12-09,Houston,26-35,Other
CUST_00584,2023-09-01,19,2970.52,62,5,5,4,554,4.666666666666667,Champion,2023-07-15,Los Angeles,18-25,Female
CUST_00585,2022-11-02,8,3354.67,365,1,3,4,134,2.6666666666666665,Needs Attention,2021-06-02,New York,36-45,Male
CUST_00586,2023-08-22,17,1194.41,72,4,4,3,443,3.6666666666666665,Loyal Customer,2022-07-13,Toronto,36-45,Male
CUST_00587,2023-10-13,44,12025.48,20,5,5,5,555,5.0,Champion,2021-02-06,Paris,36-45,Female
CUST_00588,2023-10-28,34,7183.9400000000005,5,5,5,5,555,5.0,Champion,2023-05-05,Berlin,36-45,Male
CUST_00589,2023-09-28,55,14500.98,35,5,5,5,555,5.0,Champion,2022-01-14,Sydney,36-45,Female
CUST_00590,2023-07-13,15,3154.08,112,4,4,4,444,4.0,Champion,2022-08-20,Chicago,46-55,Female
CUST_00591,2023-10-29,54,14544.19,4,5,5,5,555,5.0,Champion,2022-07-20,New York,18-25,Female
CUST_00592,2023-03-06,5,426.83,241,2,3,2,232,2.3333333333333335,Others,2021-06-01,London,26-35,Male
CUST_00593,2023-08-05,13,3640.0,89,4,4,4,444,4.0,Champion,2022-03-17,New York,26-35,Female
CUST_00594,2023-05-22,12,3356.51,164,3,4,4,344,3.6666666666666665,Loyal Customer,2021-05-11,Toronto,55+,Male
CUST_00595,2021-09-30,1,10.48,763,1,1,1,111,1.0,Lost,2021-02-12,Los Angeles,46-55,Other
CUST_00596,2023-04-01,8,972.43,215,2,3,3,233,2.6666666666666665,Needs Attention,2021-11-12,Phoenix,18-25,Male
CUST_00597,2023-04-27,5,1539.84,189,3,3,3,333,3.0,Loyal Customer,2022-01-09,Paris,36-45,Male
CUST_00598,2023-08-25,11,3963.4300000000003,69,4,4,5,445,4.333333333333333,Champion,2023-07-10,Sydney,36-45,Male
CUST_00599,2023-09-02,9,1215.72,61,5,4,3,543,4.0,Loyal Customer,2023-08-14,Houston,26-35,Female
CUST_00600,2023-10-31,42,7538.18,2,5,5,5,555,5.0,Champion,2023-03-27,Los Angeles,26-35,Female
CUST_00601,2023-09-24,12,1515.48,39,5,4,3,543,4.0,Loyal Customer,2023-09-23,New York,46-55,Male
CUST_00602,2023-08-19,16,3360.0,75,4,4,4,444,4.0,Champion,2023-06-01,Houston,18-25,Male
CUST_00603,2023-09-02,19,2816.67,61,5,5,4,554,4.666666666666667,Champion,2021-02-10,Chicago,18-25,Male
CUST_00604,2023-10-31,40,14385.85,2,5,5,5,555,5.0,Champion,2023-07-10,Phoenix,55+,Male
CUST_00605,2023-10-28,31,5950.33,5,5,5,5,555,5.0,Champion,2022-01-02,Los Angeles,36-45,Female
CUST_00606,2022-12-29,6,2418.27,308,1,3,4,134,2.6666666666666665,Needs Attention,2021-08-04,Sydney,18-25,Male
CUST_00607,2023-08-23,13,3019.0299999999997,71,4,4,4,444,4.0,Champion,2022-11-30,Los Angeles,18-25,Other
CUST_00608,2023-08-21,10,1289.94,73,4,4,3,443,3.6666666666666665,Loyal Customer,2021-09-13,Phoenix,46-55,Male
CUST_00609,2023-04-27,6,780.14,189,3,3,2,332,2.6666666666666665,Others,2022-11-14,Toronto,46-55,Male
CUST_00610,2023-01-23,6,1791.0900000000001,283,2,3,4,234,3.0,Needs Attention,2021-04-16,Sydney,55+,Other
CUST_00611,2023-10-15,53,12625.130000000001,18,5,5,5,555,5.0,Champion,2021-12-29,Sydney,36-45,Other
CUST_00612,2023-03-11,3,657.97,236,2,2,2,222,2.0,Lost,2023-03-10,Phoenix,55+,Female
CUST_00613,2023-03-06,4,940.98,241,2,2,3,223,2.3333333333333335,Others,2022-07-28,Los Angeles,46-55,Male
CUST_00614,2023-10-16,28,7255.17,17,5,5,5,555,5.0,Champion,2023-06-25,Berlin,36-45,Female
CUST_00615,2023-06-16,1,30.3,139,3,1,1,311,1.6666666666666667,Others,2023-06-15,Toronto,46-55,Male
CUST_00616,2022-08-11,2,1215.6,448,1,1,3,113,1.6666666666666667,Others,2022-02-21,Chicago,46-55,Female
CUST_00617,2023-10-29,22,4405.28,4,5,5,5,555,5.0,Champion,2023-09-25,London,55+,Male
CUST_00618,2023-08-12,11,1443.46,82,4,4,3,443,3.6666666666666665,Loyal Customer,2022-09-28,Toronto,26-35,Female
CUST_00619,2023-02-09,1,108.56,266,2,1,1,211,1.3333333333333333,Lost,2023-02-07,London,26-35,Other
CUST_00620,2022-10-02,2,54.08,396,1,1,1,111,1.0,Lost,2021-06-08,Chicago,55+,Other
CUST_00621,2023-09-02,19,4099.9400000000005,61,5,5,5,555,5.0,Champion,2023-08-06,Sydney,46-55,Female
CUST_00622,2023-09-01,10,2416.51,62,5,4,4,544,4.333333333333333,Champion,2023-08-11,New York,46-55,Other
CUST_00623,2023-09-01,16,4678.0599999999995,62,5,4,5,545,4.666666666666667,Champion,2021-08-31,Phoenix,46-55,Male
CUST_00624,2023-06-06,3,416.9,149,3,2,2,322,2.3333333333333335,Others,2023-06-05,Sydney,26-35,Female
CUST_00625,2023-02-11,2,420.84000000000003,264,2,1,2,212,1.6666666666666667,Lost,2021-06-16,Sydney,36-45,Other
CUST_00626,2023-09-28,18,3236.71,35,5,4,4,544,4.333333333333333,Champion,2023-09-27,Phoenix,18-25,Female
CUST_00627,2023-05-02,6,558.4300000000001,184,3,3,2,332,2.6666666666666665,Others,2023-03-31,Houston,55+,Female
CUST_00628,2023-04-12,3,498.6,204,3,2,2,322,2.3333333333333335,Others,2023-04-11,Phoenix,55+,Other
CUST_00629,2023-10-27,52,14462.66,6,5,5,5,555,5.0,Champion,2021-07-01,Paris,46-55,Male
CUST_00630,2023-09-01,19,4284.65,62,5,5,5,555,5.0,Champion,2023-06-22,New York,46-55,Male
CUST_00632,2022-03-04,2,931.3800000000001,608,1,1,3,113,1.6666666666666667,Others,2021-01-26,Los Angeles,46-55,Male
CUST_00633,2023-04-08,3,414.61,208,3,2,2,322,2.3333333333333335,Others,2021-07-03,Los Angeles,36-45,Female
CUST_00634,2023-04-09,5,919.1,207,3,3,3,333,3.0,Loyal Customer,2023-01-25,London,55+,Male
CUST_00635,2023-10-31,47,11050.13,2,5,5,5,555,5.0,Champion,2023-08-05,Berlin,18-25,Female
CUST_00636,2022-11-09,8,1753.0600000000002,358,1,3,3,133,2.3333333333333335,Needs Attention,2021-12-07,Toronto,46-55,Female
CUST_00637,2023-05-05,3,582.07,181,3,2,2,322,2.3333333333333335,Others,2023-03-13,Paris,36-45,Female
CUST_00638,2023-09-02,13,3585.5099999999998,61,5,4,4,544,4.333333333333333,Champion,2023-08-12,Houston,18-25,Other
CUST_00639,2023-08-06,14,2494.1400000000003,88,4,4,4,444,4.0,Champion,2022-02-26,Berlin,26-35,Other
CUST_00640,2023-07-11,12,1907.07,114,4,4,4,444,4.0,Champion,2023-04-02,New York,18-25,Female
CUST_00641,2023-11-01,56,13565.960000000001,1,5,5,5,555,5.0,Champion,2022-11-17,Toronto,55+,Other
CUST_00642,2023-08-21,19,4900.23,73,4,5,5,455,4.666666666666667,Champion,2023-06-04,Berlin,36-45,Female
CUST_00643,2023-08-12,7,3314.2599999999998,82,4,3,4,434,3.6666666666666665,Loyal Customer,2023-01-23,Toronto,55+,Other
CUST_00644,2023-08-30,14,2237.58,64,4,4,4,444,4.0,Champion,2023-04-11,Berlin,18-25,Male
CUST_00645,2023-10-08,58,15218.85,25,5,5,5,555,5.0,Champion,2021-09-12,Sydney,55+,Female
CUST_00646,2022-04-19,1,769.5,562,1,1,2,112,1.3333333333333333,Lost,2021-10-01,Paris,18-25,Female
CUST_00647,2023-01-20,5,525.55,286,2,3,2,232,2.3333333333333335,Others,2021-06-13,Houston,26-35,Other
CUST_00648,2023-05-05,8,1773.37,181,3,3,3,333,3.0,Loyal Customer,2023-03-18,Sydney,55+,Other
CUST_00649,2023-02-14,2,77.97,261,2,1,1,211,1.3333333333333333,Lost,2022-12-20,Phoenix,55+,Other
CUST_00650,2022-12-31,3,149.91,306,1,2,1,121,1.3333333333333333,Lost,2021-04-21,Los Angeles,55+,Male
CUST_00651,2023-09-26,22,5031.150000000001,37,5,5,5,555,5.0,Champion,2022-01-27,Toronto,18-25,Male
CUST_00652,2023-06-14,3,340.36,141,3,2,2,322,2.3333333333333335,Others,2023-06-13,New York,55+,Other
CUST_00653,2022-09-20,6,703.15,408,1,3,2,132,2.0,Others,2021-02-09,Berlin,55+,Male
CUST_00654,2023-05-31,2,1931.9900000000002,155,3,1,4,314,2.6666666666666665,Others,2023-05-30,Paris,26-35,Male
CUST_00655,2023-04-20,7,1312.27,196,3,3,3,333,3.0,Loyal Customer,2022-04-27,Berlin,46-55,Female
CUST_00656,2023-10-17,21,4416.5199999999995,16,5,5,5,555,5.0,Champion,2021-08-16,Paris,55+,Female
CUST_00657,2023-07-28,17,3039.79,97,4,4,4,444,4.0,Champion,2021-07-24,Paris,18-25,Female
CUST_00658,2023-08-24,19,6168.110000000001,70,4,5,5,455,4.666666666666667,Champion,2023-04-17,Chicago,18-25,Other
CUST_00659,2023-07-31,3,408.15,94,4,2,2,422,2.6666666666666665,New Customer,2023-07-30,Los Angeles,55+,Male
CUST_00660,2023-03-15,4,855.34,232,2,2,2,222,2.0,Lost,2022-04-17,Sydney,26-35,Other
CUST_00661,2023-07-12,16,3036.2799999999997,113,4,4,4,444,4.0,Champion,2021-12-25,Chicago,18-25,Other
CUST_00662,2022-06-04,2,323.53,516,1,1,2,112,1.3333333333333333,Lost,2021-11-09,Chicago,36-45,Female
CUST_00663,2023-05-04,5,401.44,182,3,3,2,332,2.6666666666666665,Others,2023-04-21,Houston,26-35,Male
CUST_00664,2023-08-31,12,1892.98,63,4,4,4,444,4.0,Champion,2023-03-26,Houston,26-35,Other
CUST_00665,2023-10-31,32,8305.57,2,5,5,5,555,5.0,Champion,2023-06-12,Chicago,55+,Male
CUST_00666,2023-07-20,11,1003.66,105,4,4,3,443,3.6666666666666665,Loyal Customer,2021-08-22,New York,46-55,Male
CUST_00667,2023-08-13,18,3619.8,81,4,4,4,444,4.0,Champion,2021-08-17,Toronto,18-25,Female
CUST_00668,2023-06-14,12,5431.95,141,3,4,5,345,4.0,Loyal Customer,2021-01-25,Los Angeles,55+,Male
CUST_00669,2023-08-09,12,2819.38,85,4,4,4,444,4.0,Champion,2022-11-07,Toronto,55+,Male
CUST_00670,2023-08-27,18,3741.14,67,4,4,4,444,4.0,Champion,2021-07-17,Houston,36-45,Male
CUST_00671,2023-08-14,9,747.07,80,4,4,2,442,3.3333333333333335,Others,2022-02-13,Chicago,46-55,Female
CUST_00672,2022-08-17,1,75.09,442,1,1,1,111,1.0,Lost,2021-12-03,Paris,55+,Female
CUST_00673,2023-10-03,43,9018.23,30,5,5,5,555,5.0,Champion,2021-10-13,Phoenix,18-25,Male
CUST_00674,2023-06-06,5,501.34999999999997,149,3,3,2,332,2.6666666666666665,Others,2023-06-05,London,46-55,Female
CUST_00675,2023-04-26,8,969.68,190,3,3,3,333,3.0,Loyal Customer,2021-03-13,Los Angeles,18-25,Female
CUST_00676,2023-09-19,3,969.67,44,5,2,3,523,3.3333333333333335,New Customer,2023-09-18,Los Angeles,36-45,Other
CUST_00677,2023-10-28,48,10323.6,5,5,5,5,555,5.0,Champion,2023-03-03,Toronto,46-55,Male
CUST_00678,2023-08-16,19,3197.91,78,4,5,4,454,4.333333333333333,Champion,2021-10-13,Berlin,26-35,Female
CUST_00679,2023-01-13,2,632.05,293,2,1,2,212,1.6666666666666667,Lost,2021-12-26,Toronto,46-55,Male
CUST_00680,2023-02-19,3,148.72,256,2,2,1,221,1.6666666666666667,Lost,2022-10-19,Berlin,18-25,Female
CUST_00681,2022-12-21,3,334.93,316,1,2,2,122,1.6666666666666667,Lost,2022-06-06,London,55+,Female
CUST_00682,2023-09-01,11,1148.0900000000001,62,5,4,3,543,4.0,Loyal Customer,2022-02-14,Phoenix,36-45,Female
CUST_00683,2023-05-29,7,730.4599999999999,157,3,3,2,332,2.6666666666666665,Others,2022-11-27,Berlin,46-55,Other
CUST_00684,2023-05-15,2,286.75,171,3,1,1,311,1.6666666666666667,Others,2023-05-14,Sydney,36-45,Female
CUST_00685,2022-09-18,1,28.98,410,1,1,1,111,1.0,Lost,2022-07-04,New York,18-25,Male
CUST_00686,2022-12-20,7,921.28,317,1,3,3,133,2.3333333333333335,Needs Attention,2021-12-06,Paris,18-25,Female
CUST_00687,2023-08-21,8,2567.65,73,4,3,4,434,3.6666666666666665,Loyal Customer,2023-08-20,Paris,18-25,Female
CUST_00688,2023-08-31,18,4507.1,63,4,4,5,445,4.333333333333333,Champion,2021-01-29,Berlin,55+,Male
CUST_00689,2023-02-16,3,1568.91,259,2,2,3,223,2.3333333333333335,Others,2021-04-29,Toronto,26-35,Male
CUST_00690,2023-09-02,20,4614.12,61,5,5,5,555,5.0,Champion,2023-06-18,Los Angeles,36-45,Female
CUST_00691,2023-09-22,10,1790.7,41,5,4,4,544,4.333333333333333,Champion,2023-09-21,Toronto,26-35,Other
CUST_00692,2023-05-04,8,934.67,182,3,3,3,333,3.0,Loyal Customer,2021-09-25,Chicago,26-35,Other
CUST_00693,2023-01-24,3,1158.09,282,2,2,3,223,2.3333333333333335,Others,2021-07-02,Chicago,36-45,Male
CUST_00694,2023-07-15,15,3377.11,110,4,4,4,444,4.0,Champion,2022-08-18,Paris,18-25,Female
CUST_00695,2023-11-01,22,6166.28,1,5,5,5,555,5.0,Champion,2023-09-13,Paris,26-35,Male
CUST_00696,2023-02-22,3,2282.4,253,2,2,4,224,2.6666666666666665,Others,2021-09-29,Paris,36-45,Female
CUST_00697,2023-08-19,7,704.02,75,4,3,2,432,3.0,Others,2021-02-09,Los Angeles,46-55,Other
CUST_00698,2022-11-29,5,528.96,338,1,3,2,132,2.0,Others,2021-04-22,Los Angeles,26-35,Other
CUST_00699,2023-08-17,9,1098.86,77,4,4,3,443,3.6666666666666665,Loyal Customer,2022-09-03,Paris,18-25,Male
CUST_00700,2023-04-18,8,906.65,198,3,3,3,333,3.0,Loyal Customer,2022-03-21,Los Angeles,55+,Other
CUST_00701,2023-04-22,5,558.9100000000001,194,3,3,2,332,2.6666666666666665,Others,2021-12-20,Phoenix,36-45,Female
CUST_00702,2023-10-23,39,8524.84,10,5,5,5,555,5.0,Champion,2023-01-17,Berlin,26-35,Male
CUST_00703,2023-08-23,16,3004.34,71,4,4,4,444,4.0,Champion,2023-03-17,London,18-25,Male
CUST_00704,2023-10-20,42,11902.03,13,5,5,5,555,5.0,Champion,2021-11-18,Toronto,18-25,Female
CUST_00705,2023-10-25,44,13522.16,8,5,5,5,555,5.0,Champion,2022-03-23,Phoenix,36-45,Male
CUST_00706,2023-02-07,3,347.21999999999997,268,2,2,2,222,2.0,Lost,2022-09-13,Toronto,46-55,Other
CUST_00707,2023-08-30,10,1567.87,64,4,4,3,443,3.6666666666666665,Loyal Customer,2022-06-08,Sydney,18-25,Other
CUST_00708,2021-06-12,1,444.51,873,1,1,2,112,1.3333333333333333,Lost,2021-04-29,Paris,36-45,Female
CUST_00709,2023-07-23,10,1826.3500000000001,102,4,4,4,444,4.0,Champion,2022-01-30,Paris,26-35,Other
CUST_00710,2023-07-12,5,511.23,113,4,3,2,432,3.0,Others,2023-07-11,Sydney,46-55,Female
CUST_00711,2023-02-23,2,261.8,252,2,1,1,211,1.3333333333333333,Lost,2022-08-14,New York,36-45,Male
CUST_00712,2021-08-16,3,1647.58,808,1,2,3,123,2.0,Others,2021-07-14,Chicago,36-45,Female
