customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_age_days,avg_order_value,avg_days_between_orders,category_diversity,spend_trend,purchases_per_year,clv_simple,clv_predicted,clv_tier,segment,location,age_group,gender
CUST_00557,6,20,6256.07,5,5,5,5.0,229,312.8035,8.368421052631579,6,27.025000000000034,43.61635220125786,13643.35,13793.23,Premium,Champion,Toronto,26-35,Female
CUST_00558,54,17,5094.68,5,4,5,4.666666666666667,1043,299.6870588235294,57.4375,5,162.27124999999995,6.354733405875952,1904.43,1881.42,Medium Value,Champion,Chicago,55+,Other
CUST_00559,305,3,127.0,1,2,1,1.3333333333333333,1001,42.333333333333336,299.0,3,0.0,1.2207357859531773,51.68,53.17,Low Value,Lost,Los Angeles,26-35,Female
CUST_00560,204,4,395.78,3,2,2,2.3333333333333335,446,98.945,59.333333333333336,2,-68.39999999999998,6.151685393258426,608.68,604.9,Low Value,Others,Berlin,46-55,Female
CUST_00561,290,3,493.89,2,2,2,2.0,662,164.63,154.5,1,0.0,2.3624595469255665,388.93,387.12,Low Value,Lost,Los Angeles,46-55,Male
CUST_00562,77,10,1879.6,4,4,4,4.0,246,187.95999999999998,10.222222222222221,6,-51.95199999999997,35.70652173913044,6711.4,6732.09,Premium,Champion,London,26-35,Male
CUST_00563,24,28,7503.599999999999,5,5,5,5.0,812,267.98571428571427,26.296296296296298,6,-66.26857142857145,13.880281690140844,3719.72,3744.77,High Value,Champion,Paris,55+,Other
CUST_00564,2,47,11512.69,5,5,5,5.0,1050,244.9508510638298,21.152173913043477,6,175.69907608695655,17.25590955806783,4226.85,4215.51,High Value,Champion,Paris,55+,Male
CUST_00565,108,18,2257.79,4,4,4,4.0,1092,125.43277777777777,48.470588235294116,6,0.014444444444450255,7.530339805825243,944.55,918.59,Medium Value,Champion,Sydney,18-25,Female
CUST_00566,307,4,1242.09,1,2,3,2.0,754,310.5225,121.0,3,518.745,3.0165289256198347,936.7,947.7,Medium Value,Others,New York,26-35,Female
CUST_00567,76,15,3311.44,4,4,4,4.0,306,220.76266666666666,11.785714285714286,5,136.77553571428572,30.96969696969697,6836.95,6778.67,Premium,Champion,Toronto,46-55,Female
CUST_00568,285,3,885.39,2,2,3,2.3333333333333335,962,295.13,274.0,2,0.0,1.332116788321168,393.15,446.23,Low Value,Others,Chicago,46-55,Other
CUST_00569,281,1,1086.2,2,1,3,2.0,443,1086.2,365.0,1,0.0,1.0,1086.2,1106.34,Medium Value,Others,Paris,18-25,Female
CUST_00570,234,8,1324.37,2,3,3,2.6666666666666665,827,165.54625,74.14285714285714,5,-157.5325,4.922928709055877,814.97,821.77,Medium Value,Needs Attention,Toronto,26-35,Other
CUST_00571,259,5,1421.18,2,3,3,2.6666666666666665,930,284.236,141.5,4,-412.0316666666667,2.579505300353357,733.19,792.35,Medium Value,Needs Attention,Chicago,55+,Male
CUST_00572,275,1,132.88,2,1,1,1.3333333333333333,336,132.88,365.0,1,0.0,1.0,132.88,130.43,Low Value,Lost,New York,36-45,Male
CUST_00573,63,12,3060.22,4,4,4,4.0,643,255.01833333333332,43.27272727272727,6,188.0233333333333,8.434873949579831,2151.05,2144.52,High Value,Champion,Los Angeles,18-25,Other
CUST_00574,207,3,202.23,3,2,1,2.0,531,67.41,122.0,3,0.0,2.9918032786885247,201.68,202.96,Low Value,Others,London,55+,Male
CUST_00575,271,3,327.47,2,2,2,2.0,373,109.15666666666668,10.0,2,0.0,36.5,3984.22,3970.48,High Value,Lost,Houston,46-55,Female
CUST_00576,243,3,123.81,2,2,1,1.6666666666666667,658,41.27,38.5,3,0.0,9.480519480519481,391.26,407.81,Low Value,Lost,Houston,18-25,Other
CUST_00577,7,25,7143.22,5,5,5,5.0,521,285.72880000000004,18.083333333333332,6,129.60826923076925,20.184331797235025,5767.24,5793.21,Premium,Champion,Toronto,18-25,Other
CUST_00578,867,2,130.63,1,1,1,1.0,1086,65.315,135.0,2,0.0,2.7037037037037037,176.59,179.16,Low Value,Lost,Berlin,36-45,Other
CUST_00579,418,7,728.89,1,3,2,2.0,981,104.12714285714286,65.5,5,-51.88083333333334,5.572519083969466,580.25,575.85,Low Value,Others,Berlin,55+,Male
CUST_00580,199,17,4587.63,3,4,5,4.0,1018,269.86058823529413,44.0,6,119.63625000000002,8.295454545454545,2238.62,2231.65,High Value,Loyal Customer,Phoenix,36-45,Other
CUST_00581,67,7,703.6099999999999,4,3,2,3.0,128,100.51571428571427,0.0,4,83.95166666666665,52.142857142857146,5241.18,5195.69,High Value,Others,Phoenix,18-25,Male
CUST_00582,130,3,426.39,3,2,2,2.3333333333333335,191,142.13,0.0,2,0.0,52.142857142857146,7411.06,7414.36,Premium,Others,Phoenix,55+,Male
CUST_00583,203,3,457.30999999999995,3,2,2,2.3333333333333335,388,152.43666666666664,42.5,3,0.0,8.588235294117647,1309.16,1328.03,Medium Value,Others,Houston,26-35,Other
CUST_00584,62,19,2970.52,5,5,4,4.666666666666667,170,156.34315789473683,2.388888888888889,5,79.19588888888892,52.142857142857146,8152.18,8163.06,Premium,Champion,Los Angeles,18-25,Female
CUST_00585,365,8,3354.67,1,3,4,2.6666666666666665,943,419.33375,54.142857142857146,3,-168.10249999999996,6.741424802110817,2826.91,2889.55,High Value,Needs Attention,New York,36-45,Male
CUST_00586,72,17,1194.41,4,4,3,3.6666666666666665,537,70.25941176470589,25.25,5,8.199027777777786,14.455445544554456,1015.63,989.09,Medium Value,Loyal Customer,Toronto,36-45,Male
CUST_00587,20,44,12025.48,5,5,5,5.0,1059,273.30636363636364,21.976744186046513,6,-226.3963636363636,16.608465608465607,4539.2,4531.45,High Value,Champion,Paris,36-45,Female
CUST_00588,5,34,7183.9400000000005,5,5,5,5.0,241,211.2923529411765,4.636363636363637,6,78.98823529411771,52.142857142857146,11017.39,11019.53,Premium,Champion,Berlin,36-45,Male
CUST_00589,35,55,14500.98,5,5,5,5.0,717,263.6541818181818,11.425925925925926,6,-8.886362433862473,31.94489465153971,8422.41,8359.25,Premium,Champion,Sydney,36-45,Female
CUST_00590,112,15,3154.08,4,4,4,4.0,499,210.272,20.5,6,35.48410714285714,17.804878048780488,3743.87,3641.99,High Value,Champion,Chicago,46-55,Female
CUST_00591,4,54,14544.19,5,5,5,5.0,530,269.33685185185186,8.773584905660377,6,129.33888888888882,41.602150537634415,11204.99,11169.48,Premium,Champion,New York,18-25,Female
CUST_00592,241,5,426.83,2,3,2,2.3333333333333335,944,85.366,99.0,5,42.16833333333335,3.686868686868687,314.73,311.7,Low Value,Others,London,26-35,Male
CUST_00593,89,13,3640.0,4,4,4,4.0,655,280.0,40.166666666666664,5,-42.615238095238055,9.08713692946058,2544.4,2553.09,High Value,Champion,New York,26-35,Female
CUST_00594,164,12,3356.51,3,4,4,3.6666666666666665,965,279.7091666666667,66.9090909090909,5,3.168333333333294,5.455163043478261,1525.86,1510.95,Medium Value,Loyal Customer,Toronto,55+,Male
CUST_00595,763,1,10.48,1,1,1,1.0,1053,10.48,365.0,1,0.0,1.0,10.48,10.54,Low Value,Lost,Los Angeles,46-55,Other
CUST_00596,215,8,972.43,2,3,3,2.6666666666666665,780,121.55375,52.42857142857143,3,-85.3975,6.961852861035422,846.24,848.41,Medium Value,Needs Attention,Phoenix,18-25,Male
CUST_00597,189,5,1539.84,3,3,3,3.0,722,307.96799999999996,89.5,4,418.9466666666666,4.078212290502793,1255.96,1243.59,Medium Value,Loyal Customer,Paris,36-45,Male
CUST_00598,69,11,3963.43,4,4,5,4.333333333333333,175,360.3118181818182,4.4,5,61.20733333333334,52.142857142857146,18787.69,18753.87,Premium,Champion,Sydney,36-45,Male
CUST_00599,61,9,1215.72,5,4,3,4.0,140,135.08,2.25,6,-24.489000000000004,52.142857142857146,7043.46,7028.71,Premium,Loyal Customer,Houston,26-35,Female
CUST_00600,2,42,7538.18,5,5,5,5.0,280,179.4804761904762,5.2439024390243905,6,19.91619047619045,52.142857142857146,9358.62,9333.56,Premium,Champion,Los Angeles,26-35,Female
CUST_00601,39,12,1515.48,5,4,3,4.0,100,126.29,0.0,6,29.196666666666687,52.142857142857146,6585.12,6583.5,Premium,Loyal Customer,New York,46-55,Male
CUST_00602,75,16,3360.0,4,4,4,4.0,214,210.0,4.2,5,-104.73250000000004,52.142857142857146,10950.0,10969.87,Premium,Champion,Houston,18-25,Male
CUST_00603,61,19,2816.67,5,5,4,4.666666666666667,1055,148.24578947368423,46.55555555555556,6,-96.12266666666666,7.840095465393794,1162.26,1179.02,Medium Value,Champion,Chicago,18-25,Male
CUST_00604,2,40,14385.85,5,5,5,5.0,175,359.64625,2.8205128205128207,6,-200.31450000000007,52.142857142857146,18752.98,18718.62,Premium,Champion,Phoenix,55+,Male
CUST_00605,5,31,5950.33,5,5,5,5.0,729,191.94612903225806,20.133333333333333,6,104.19254166666667,18.129139072847682,3479.82,3479.39,High Value,Champion,Los Angeles,36-45,Female
CUST_00606,308,6,2418.27,1,3,4,2.6666666666666665,880,403.045,101.0,3,-104.80999999999995,3.613861386138614,1456.55,1435.78,Medium Value,Needs Attention,Sydney,18-25,Male
CUST_00607,71,13,3019.0299999999997,4,4,4,4.0,397,232.2330769230769,20.416666666666668,6,-97.40452380952385,17.877551020408163,4151.76,4177.66,High Value,Champion,Los Angeles,18-25,Other
CUST_00608,73,10,1289.94,4,4,3,3.6666666666666665,840,128.994,78.22222222222223,5,-76.132,4.666193181818182,601.91,609.54,Low Value,Loyal Customer,Phoenix,46-55,Male
CUST_00609,189,6,780.14,3,3,2,2.6666666666666665,413,130.02333333333334,19.6,4,62.14,18.622448979591834,2421.35,2360.93,High Value,Others,Toronto,46-55,Male
CUST_00610,283,6,1791.09,2,3,4,3.0,990,298.51500000000004,76.6,4,72.4566666666667,4.765013054830288,1422.43,1436.03,Medium Value,Needs Attention,Sydney,55+,Other
CUST_00611,18,53,12625.13,5,5,5,5.0,733,238.21,12.576923076923077,6,61.38638176638176,29.021406727828747,6913.19,6931.61,Premium,Champion,Sydney,36-45,Other
CUST_00612,236,3,657.97,2,2,2,2.0,297,219.32333333333335,0.0,3,0.0,52.142857142857146,11436.15,11427.76,Premium,Lost,Phoenix,55+,Female
CUST_00613,241,4,940.98,2,2,3,2.3333333333333335,522,235.245,59.333333333333336,3,-346.24,6.151685393258426,1447.15,1456.65,Medium Value,Others,Los Angeles,46-55,Male
CUST_00614,17,28,7255.17,5,5,5,5.0,190,259.11321428571426,3.888888888888889,6,-117.1107142857143,52.142857142857146,13510.9,13515.59,Premium,Champion,Berlin,36-45,Female
CUST_00615,139,1,30.3,3,1,1,1.6666666666666667,200,30.3,365.0,1,0.0,1.0,30.3,30.31,Low Value,Others,Toronto,46-55,Male
CUST_00616,448,2,1215.6,1,1,3,1.6666666666666667,679,607.8,169.0,2,0.0,2.1597633136094676,1312.7,1251.31,Medium Value,Others,Chicago,46-55,Female
CUST_00617,4,22,4405.28,5,5,5,5.0,98,200.23999999999998,1.3333333333333333,6,66.41818181818184,52.142857142857146,10441.09,10448.67,Premium,Champion,London,55+,Male
CUST_00618,82,11,1443.46,4,4,3,3.6666666666666665,460,131.22363636363636,29.0,5,77.13500000000002,12.586206896551724,1651.61,1646.83,Medium Value,Loyal Customer,Toronto,26-35,Female
CUST_00619,266,1,108.56,2,1,1,1.3333333333333333,328,108.56,365.0,1,0.0,1.0,108.56,108.42,Low Value,Lost,London,26-35,Other
CUST_00620,396,2,54.08,1,1,1,1.0,937,27.04,366.0,2,0.0,0.9972677595628415,26.97,27.17,Low Value,Lost,Chicago,55+,Other
CUST_00621,61,19,4099.9400000000005,5,5,5,5.0,148,215.78631578947372,1.4444444444444444,6,240.1994444444445,52.142857142857146,11251.72,11265.71,Premium,Champion,Sydney,46-55,Female
CUST_00622,62,10,2416.51,5,4,4,4.333333333333333,143,241.651,2.111111111111111,6,277.418,52.142857142857146,12600.37,12598.56,Premium,Champion,New York,46-55,Other
CUST_00623,62,16,4678.0599999999995,5,4,5,4.666666666666667,853,292.37874999999997,46.53333333333333,6,62.932500000000005,7.843839541547278,2293.37,2279.86,High Value,Champion,Phoenix,46-55,Male
CUST_00624,149,3,416.9,3,2,2,2.3333333333333335,210,138.96666666666667,0.0,3,0.0,52.142857142857146,7246.12,7253.45,Premium,Others,Sydney,26-35,Female
CUST_00625,264,2,420.84,2,1,2,1.6666666666666667,929,210.42000000000002,20.0,2,0.0,18.25,3840.17,3764.47,High Value,Lost,Sydney,36-45,Other
CUST_00626,35,18,3236.71,5,4,4,4.333333333333333,96,179.81722222222223,0.0,6,-50.38777777777776,52.142857142857146,9376.18,9382.39,Premium,Champion,Phoenix,18-25,Female
CUST_00627,184,6,558.4300000000001,3,3,2,2.6666666666666665,276,93.07166666666667,4.4,5,11.436666666666667,52.142857142857146,4853.02,4860.77,High Value,Others,Houston,55+,Female
CUST_00628,204,3,498.6,3,2,2,2.3333333333333335,265,166.20000000000002,0.0,2,0.0,52.142857142857146,8666.14,8621.21,Premium,Others,Phoenix,55+,Other
CUST_00629,6,52,14462.66,5,5,5,5.0,914,278.12807692307695,16.11764705882353,6,27.883076923076942,22.645985401459853,6298.48,6416.97,Premium,Champion,Paris,46-55,Male
CUST_00630,62,19,4284.65,5,5,5,5.0,193,225.50789473684208,3.8333333333333335,6,-69.24211111111111,52.142857142857146,11758.63,11725.65,Premium,Champion,New York,46-55,Male
CUST_00632,608,2,931.38,1,1,3,1.6666666666666667,1070,465.69000000000005,353.0,1,0.0,1.0339943342776203,481.52,586.96,Low Value,Others,Los Angeles,46-55,Male
CUST_00633,208,3,414.61,3,2,2,2.3333333333333335,912,138.20333333333335,119.5,2,0.0,3.0543933054393304,422.13,432.36,Low Value,Others,Los Angeles,36-45,Female
CUST_00634,207,5,919.1,3,3,3,3.0,341,183.82,11.5,3,257.78333333333336,31.73913043478261,5834.29,5826.4,Premium,Loyal Customer,London,55+,Male
CUST_00635,2,47,11050.13,5,5,5,5.0,149,235.1091489361702,1.8695652173913044,6,-58.76358695652178,52.142857142857146,12259.26,12261.42,Premium,Champion,Berlin,18-25,Female
CUST_00636,358,8,1753.0600000000002,1,3,3,2.3333333333333335,755,219.13250000000002,42.57142857142857,5,278.29499999999996,8.573825503355705,1878.8,1881.38,Medium Value,Needs Attention,Toronto,46-55,Female
CUST_00637,181,3,582.07,3,2,2,2.3333333333333335,294,194.02333333333334,23.0,3,0.0,15.869565217391305,3079.07,3095.56,High Value,Others,Paris,36-45,Female
CUST_00638,61,13,3585.51,5,4,4,4.333333333333333,142,275.80846153846153,1.6666666666666667,6,-221.54452380952375,52.142857142857146,14381.44,14347.51,Premium,Champion,Houston,18-25,Other
CUST_00639,88,14,2494.1400000000003,4,4,4,4.0,674,178.15285714285716,40.23076923076923,6,60.81428571428572,9.07265774378585,1616.32,1603.56,Medium Value,Champion,Berlin,26-35,Other
CUST_00640,114,12,1907.07,4,4,4,4.0,274,158.92249999999999,8.818181818181818,6,-102.08833333333337,41.391752577319586,6578.08,6638.93,Premium,Champion,New York,18-25,Female
CUST_00641,1,56,13565.96,5,5,5,5.0,410,242.24928571428572,6.3090909090909095,6,-137.40714285714282,52.142857142857146,12631.57,12584.24,Premium,Champion,Toronto,55+,Other
CUST_00642,73,19,4900.23,4,5,5,4.666666666666667,211,257.90684210526314,3.611111111111111,6,-142.5883333333334,52.142857142857146,13448.0,13447.72,Premium,Champion,Berlin,36-45,Female
CUST_00643,82,7,3314.26,4,3,4,3.6666666666666665,343,473.4657142857142,29.0,2,-126.74249999999995,12.586206896551724,5959.14,5759.74,Premium,Loyal Customer,Toronto,55+,Other
CUST_00644,64,14,2237.58,4,4,4,4.0,265,159.82714285714286,10.076923076923077,5,-9.425714285714292,36.221374045801525,5789.16,5711.34,High Value,Champion,Berlin,18-25,Male
CUST_00645,25,58,15218.85,5,5,5,5.0,841,262.3939655172414,13.24561403508772,6,-39.85758620689654,27.55629139072848,7230.6,7257.66,Premium,Champion,Sydney,55+,Female
CUST_00646,562,1,769.5,1,1,2,1.3333333333333333,822,769.5,365.0,1,0.0,1.0,769.5,767.79,Medium Value,Lost,Paris,18-25,Female
CUST_00647,286,5,525.55,2,3,2,2.3333333333333335,932,105.10999999999999,132.75,5,-10.341666666666654,2.749529190207156,289.0,273.26,Low Value,Others,Houston,26-35,Other
CUST_00648,181,8,1773.37,3,3,3,3.0,289,221.67125,6.285714285714286,5,-275.3125,52.142857142857146,11558.57,11536.56,Premium,Loyal Customer,Sydney,55+,Other
CUST_00649,261,2,77.97,2,1,1,1.3333333333333333,377,38.985,3.0,2,0.0,52.142857142857146,2032.79,1367.12,Medium Value,Lost,Phoenix,55+,Other
CUST_00650,306,3,149.91,1,2,1,1.3333333333333333,985,49.97,279.0,2,0.0,1.3082437275985663,65.37,64.73,Low Value,Lost,Los Angeles,55+,Male
CUST_00651,37,22,5031.150000000001,5,5,5,5.0,704,228.6886363636364,28.142857142857142,6,59.631818181818176,12.969543147208123,2965.99,3011.47,High Value,Champion,Toronto,18-25,Male
CUST_00652,141,3,340.36,3,2,2,2.3333333333333335,202,113.45333333333333,0.0,3,0.0,52.142857142857146,5915.78,5911.19,Premium,Others,New York,55+,Other
CUST_00653,408,6,703.15,1,3,2,2.0,1056,117.19166666666666,103.0,3,61.92999999999999,3.5436893203883497,415.29,421.11,Low Value,Others,Berlin,55+,Male
CUST_00654,155,2,1931.99,3,1,4,2.6666666666666665,216,965.9950000000001,0.0,1,0.0,52.142857142857146,22325.665,22325.67,Premium,Others,Paris,26-35,Male
CUST_00655,196,7,1312.27,3,3,3,3.0,614,187.46714285714285,51.0,4,9.444999999999993,7.1568627450980395,1341.68,1345.01,Medium Value,Loyal Customer,Berlin,46-55,Female
CUST_00656,16,21,4416.5199999999995,5,5,5,5.0,868,210.31047619047618,38.65,6,-20.474090909090904,9.44372574385511,1986.11,1973.75,High Value,Champion,Paris,55+,Female
CUST_00657,97,17,3039.79,4,4,4,4.0,891,178.81117647058824,41.5625,6,-131.64624999999995,8.781954887218046,1570.31,1570.92,Medium Value,Champion,Paris,18-25,Female
CUST_00658,70,19,6168.110000000001,4,5,5,4.666666666666667,259,324.63736842105266,7.0,6,-72.31266666666664,52.142857142857146,16927.52,16677.51,Premium,Champion,Chicago,18-25,Other
CUST_00659,94,3,408.15,4,2,2,2.6666666666666665,155,136.04999999999998,0.0,2,0.0,52.142857142857146,7094.04,7085.75,Premium,New Customer,Los Angeles,55+,Male
CUST_00660,232,4,855.34,2,2,2,2.0,624,213.835,71.66666666666667,1,-124.37999999999997,5.093023255813953,1089.07,1063.72,Medium Value,Lost,Sydney,26-35,Other
CUST_00661,113,16,3036.2799999999997,4,4,4,4.0,737,189.76749999999998,35.13333333333333,6,71.29499999999999,10.38899430740038,1971.49,1966.76,High Value,Champion,Chicago,18-25,Other
CUST_00662,516,2,323.53,1,1,2,1.3333333333333333,783,161.765,117.0,2,0.0,3.1196581196581197,504.65,526.63,Low Value,Lost,Chicago,36-45,Female
CUST_00663,182,5,401.44,3,3,2,2.6666666666666665,255,80.288,2.75,3,-41.778333333333315,52.142857142857146,4186.45,4208.13,High Value,Others,Houston,26-35,Male
CUST_00664,63,12,1892.98,4,4,4,4.0,281,157.74833333333333,14.0,5,-61.8933333333333,26.071428571428573,4112.72,4095.99,High Value,Champion,Houston,26-35,Other
CUST_00665,2,32,8305.57,5,5,5,5.0,203,259.5490625,4.451612903225806,6,151.775625,52.142857142857146,13533.63,13531.02,Premium,Champion,Chicago,55+,Male
CUST_00666,105,11,1003.66,4,4,3,3.6666666666666665,862,91.24181818181818,61.5,6,45.94666666666666,5.934959349593496,541.52,550.1,Low Value,Loyal Customer,New York,46-55,Male
CUST_00667,81,18,3619.8,4,4,4,4.0,867,201.10000000000002,41.94117647058823,6,88.42888888888888,8.702664796633941,1750.11,1751.44,Medium Value,Champion,Toronto,18-25,Female
CUST_00668,141,12,5431.95,3,4,5,4.0,1071,452.66249999999997,76.18181818181819,6,-235.72499999999997,4.791169451073985,2168.78,2146.56,High Value,Loyal Customer,Los Angeles,55+,Male
CUST_00669,85,12,2819.38,4,4,4,4.0,420,234.94833333333335,19.363636363636363,6,-59.19333333333333,18.849765258215964,4428.72,4400.76,High Value,Champion,Toronto,55+,Male
CUST_00670,67,18,3741.14,4,4,4,4.0,898,207.8411111111111,44.1764705882353,6,-160.5333333333333,8.262316910785618,1717.25,1724.55,Medium Value,Champion,Houston,36-45,Male
CUST_00671,80,9,747.07,4,4,2,3.3333333333333335,687,83.00777777777779,63.5,5,13.379000000000005,5.748031496062992,477.13,481.89,Low Value,Others,Chicago,46-55,Female
CUST_00672,442,1,75.09,1,1,1,1.0,759,75.09,365.0,1,0.0,1.0,75.09,75.16,Low Value,Lost,Paris,55+,Female
CUST_00673,30,43,9018.23,5,5,5,5.0,810,209.72627906976743,16.857142857142858,6,-91.75735930735934,21.652542372881356,4541.11,4458.18,High Value,Champion,Phoenix,18-25,Male
CUST_00674,149,5,501.35,3,3,2,2.6666666666666665,210,100.27,0.0,4,-74.02499999999999,52.142857142857146,5228.36,5229.72,High Value,Others,London,46-55,Female
CUST_00675,190,8,969.68,3,3,3,3.0,1024,121.21,100.71428571428571,4,14.990000000000023,3.624113475177305,439.28,460.16,Low Value,Loyal Customer,Los Angeles,18-25,Female
CUST_00676,44,3,969.67,5,2,3,3.3333333333333335,105,323.2233333333333,0.0,3,0.0,52.142857142857146,16853.79,16871.06,Premium,New Customer,Los Angeles,36-45,Other
CUST_00677,5,48,10323.6,5,5,5,5.0,304,215.07500000000002,5.0638297872340425,6,-35.52000000000004,52.142857142857146,11214.63,11198.92,Premium,Champion,Toronto,46-55,Male
CUST_00678,78,19,3197.91,4,5,4,4.333333333333333,810,168.31105263157895,37.166666666666664,6,77.97588888888887,9.820627802690584,1652.92,1668.52,Medium Value,Champion,Berlin,26-35,Female
CUST_00679,293,2,632.05,2,1,2,1.6666666666666667,736,316.025,120.0,2,0.0,3.0416666666666665,961.24,931.78,Medium Value,Lost,Toronto,46-55,Male
CUST_00680,256,3,148.72,2,2,1,1.6666666666666667,439,49.57333333333333,25.5,3,0.0,14.313725490196079,709.58,686.92,Medium Value,Lost,Berlin,18-25,Female
CUST_00681,316,3,334.93,1,2,2,1.6666666666666667,574,111.64333333333333,90.0,3,0.0,4.055555555555555,452.78,473.64,Low Value,Lost,London,55+,Female
CUST_00682,62,11,1148.09,5,4,3,4.0,686,104.3718181818182,44.2,6,-75.06800000000001,8.257918552036198,861.89,846.29,Medium Value,Loyal Customer,Phoenix,36-45,Female
CUST_00683,157,7,730.4599999999999,3,3,2,2.6666666666666665,400,104.35142857142856,30.0,5,-44.76249999999999,12.166666666666666,1269.61,1262.76,Medium Value,Others,Berlin,46-55,Other
CUST_00684,171,2,286.75,3,1,1,1.6666666666666667,232,143.375,0.0,2,0.0,52.142857142857146,7475.98,7422.66,Premium,Others,Sydney,36-45,Female
CUST_00685,410,1,28.98,1,1,1,1.0,546,28.98,365.0,1,0.0,1.0,28.98,29.34,Low Value,Lost,New York,18-25,Male
CUST_00686,317,7,921.28,1,3,3,2.3333333333333335,756,131.61142857142858,54.5,4,0.8191666666666322,6.697247706422019,881.43,905.69,Medium Value,Needs Attention,Paris,18-25,Female
CUST_00687,73,8,2567.65,4,3,4,3.6666666666666665,134,320.95625,0.0,4,257.8325,52.142857142857146,16735.58,16743.13,Premium,Loyal Customer,Paris,18-25,Female
CUST_00688,63,18,4507.1,4,4,5,4.333333333333333,1067,250.39444444444447,52.64705882352941,5,-156.70888888888894,6.932960893854748,1735.97,1729.7,Medium Value,Champion,Berlin,55+,Male
CUST_00689,259,3,1568.91,2,2,3,2.3333333333333335,977,522.97,267.0,3,0.0,1.3670411985018727,714.92,715.67,Medium Value,Others,Toronto,26-35,Male
CUST_00690,61,20,4614.12,5,5,5,5.0,197,230.706,3.9473684210526314,6,59.49399999999997,52.142857142857146,12029.67,12021.02,Premium,Champion,Los Angeles,36-45,Female
CUST_00691,41,10,1790.7,5,4,4,4.333333333333333,102,179.07,0.0,6,-160.132,52.142857142857146,9337.22,9341.85,Premium,Champion,Toronto,26-35,Other
CUST_00692,182,8,934.67,3,3,3,3.0,828,116.83375,80.57142857142857,5,-92.30749999999999,4.530141843971632,529.27,536.87,Low Value,Loyal Customer,Chicago,26-35,Other
CUST_00693,282,3,1158.09,2,2,3,2.3333333333333335,913,386.03,251.5,3,0.0,1.4512922465208749,560.24,582.24,Low Value,Others,Chicago,36-45,Male
CUST_00694,110,15,3377.11,4,4,4,4.0,501,225.14066666666668,23.571428571428573,6,-89.9425,15.484848484848484,3486.27,3524.85,High Value,Champion,Paris,18-25,Female
CUST_00695,1,22,6166.28,5,5,5,5.0,110,280.2854545454545,2.2857142857142856,6,-203.1181818181818,52.142857142857146,14614.88,14620.28,Premium,Champion,Paris,26-35,Male
CUST_00696,253,3,2282.4,2,2,4,2.6666666666666665,824,760.8000000000001,217.0,1,0.0,1.6820276497695852,1279.69,1076.63,Medium Value,Others,Paris,36-45,Female
CUST_00697,75,7,704.02,4,3,2,3.0,1056,100.57428571428571,95.33333333333333,4,49.258333333333326,3.8286713286713288,385.07,383.92,Low Value,Others,Los Angeles,46-55,Other
CUST_00698,338,5,528.96,1,3,2,2.0,984,105.792,91.75,3,-10.696666666666673,3.9782016348773843,420.86,425.31,Low Value,Others,Los Angeles,26-35,Other
CUST_00699,77,9,1098.86,4,4,3,3.6666666666666665,485,122.09555555555555,34.125,5,-19.664000000000016,10.695970695970695,1305.93,1322.9,Medium Value,Loyal Customer,Paris,18-25,Male
CUST_00700,198,8,906.65,3,3,3,3.0,651,113.33125,47.57142857142857,5,16.3575,7.672672672672673,869.55,884.82,Medium Value,Loyal Customer,Los Angeles,55+,Other
CUST_00701,194,5,558.9100000000001,3,3,2,2.6666666666666665,742,111.78200000000001,110.75,4,8.911666666666676,3.295711060948081,368.4,369.86,Low Value,Others,Phoenix,36-45,Female
CUST_00702,10,39,8524.84,5,5,5,5.0,349,218.58564102564102,7.2894736842105265,6,-85.47802631578949,50.07220216606498,10945.06,11090.67,Premium,Champion,Berlin,26-35,Male
CUST_00703,71,16,3004.34,4,4,4,4.0,290,187.77125,9.733333333333333,5,-128.13,37.5,7041.42,7098.6,Premium,Champion,London,18-25,Male
CUST_00704,13,42,11902.03,5,5,5,5.0,774,283.38166666666666,16.829268292682926,6,-45.90428571428572,21.68840579710145,6146.1,6147.8,Premium,Champion,Toronto,18-25,Female
CUST_00705,8,44,13522.16,5,5,5,5.0,649,307.3218181818182,12.418604651162791,6,-122.22272727272724,29.39138576779026,9032.61,9051.16,Premium,Champion,Phoenix,36-45,Male
CUST_00706,268,3,347.21999999999997,2,2,2,2.0,475,115.74,69.5,2,0.0,5.251798561151079,607.84,633.27,Low Value,Lost,Toronto,46-55,Other
CUST_00707,64,10,1567.87,4,4,3,3.6666666666666665,572,156.78699999999998,47.55555555555556,5,104.53799999999998,7.675233644859813,1203.38,1197.49,Medium Value,Loyal Customer,Sydney,18-25,Other
CUST_00708,873,1,444.51,1,1,2,1.3333333333333333,977,444.51,365.0,1,0.0,1.0,444.51,463.35,Low Value,Lost,Paris,36-45,Female
CUST_00709,102,10,1826.35,4,4,4,4.0,701,182.63500000000002,58.111111111111114,5,117.44200000000004,6.281070745697896,1147.14,1146.23,Medium Value,Champion,Paris,26-35,Other
CUST_00710,113,5,511.23,4,3,2,3.0,174,102.24600000000001,0.0,3,-145.44,52.142857142857146,5331.4,5353.05,High Value,Others,Sydney,46-55,Female
CUST_00711,252,2,261.8,2,1,1,1.3333333333333333,505,130.9,143.0,2,0.0,2.5524475524475525,334.12,327.22,Low Value,Lost,New York,36-45,Male
