customer_id,last_order_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_score,rfm_total,segment,signup_date,location,age_group,gender,cumulative_revenue,cumulative_pct,customer_rank_pct
CUST_03314,2023-08-31,25,3922.05,63,4,5,5,455,4.666666666666667,Champion,2021-05-21,Sydney,36-45,Female,8541327.650000006,64.34667181137036,19.47347266881029
CUST_04425,2023-08-23,16,3905.86,71,4,4,5,445,4.333333333333333,Champion,2023-04-16,Berlin,46-55,Female,8545233.510000005,64.37609687289006,19.493569131832796
CUST_00195,2023-09-02,20,3893.71,61,5,5,5,555,5.0,Champion,2023-08-24,Houston,36-45,Other,8549127.220000006,64.40543040155977,19.513665594855308
CUST_01163,2023-08-18,16,3893.25,76,4,4,5,445,4.333333333333333,Champion,2021-09-22,Toronto,55+,Male,8553020.470000006,64.43476046478824,19.533762057877812
CUST_04519,2023-09-02,20,3884.54,61,5,5,5,555,5.0,Champion,2022-01-04,Sydney,26-35,Male,8556905.010000005,64.4640249106403,19.55385852090032
CUST_04751,2023-08-28,16,3880.36,66,4,4,5,445,4.333333333333333,Champion,2022-12-03,Phoenix,36-45,Female,8560785.370000005,64.49325786617854,19.573954983922828
CUST_01998,2023-10-07,21,3875.51,26,5,5,5,555,5.0,Champion,2021-12-03,New York,36-45,Female,8564660.880000005,64.52245428391245,19.594051446945336
CUST_00894,2023-08-20,17,3875.4700000000003,74,4,4,5,445,4.333333333333333,Champion,2022-05-12,Paris,36-45,Other,8568536.350000005,64.55165040030366,19.614147909967848
CUST_04360,2023-08-31,15,3874.39,63,4,4,5,445,4.333333333333333,Champion,2022-09-04,Berlin,18-25,Male,8572410.740000006,64.58083838044153,19.634244372990352
CUST_00784,2023-07-25,18,3869.95,100,4,4,5,445,4.333333333333333,Champion,2022-06-08,Sydney,36-45,Female,8576280.690000005,64.60999291153793,19.654340836012864
CUST_04511,2023-08-29,15,3868.85,65,4,4,5,445,4.333333333333333,Champion,2023-08-01,Berlin,26-35,Male,8580149.540000005,64.63913915570963,19.674437299035368
CUST_02218,2023-07-24,9,3864.42,101,4,4,5,445,4.333333333333333,Champion,2022-08-03,Chicago,18-25,Other,8584013.960000005,64.66825202617554,19.69453376205788
CUST_02568,2023-08-24,15,3862.7,70,4,4,5,445,4.333333333333333,Champion,2023-02-24,Paris,18-25,Male,8587876.660000004,64.69735193890465,19.714630225080384
CUST_03172,2023-08-25,13,3862.37,69,4,4,5,445,4.333333333333333,Champion,2021-11-01,Los Angeles,36-45,Other,8591739.030000003,64.72644936555633,19.734726688102892
CUST_02073,2023-08-11,18,3860.7400000000002,83,4,4,5,445,4.333333333333333,Champion,2021-03-24,Chicago,46-55,Male,8595599.770000003,64.75553451249237,19.754823151125404
CUST_03782,2023-09-02,18,3859.04,61,5,4,5,545,4.666666666666667,Champion,2023-08-16,London,36-45,Other,8599458.810000002,64.78460685236297,19.774919614147908
CUST_00417,2023-07-29,18,3855.44,96,4,4,5,445,4.333333333333333,Champion,2022-12-15,Houston,26-35,Male,8603314.250000002,64.81365207138911,19.79501607717042
CUST_01526,2023-06-25,17,3845.28,130,3,4,5,345,4.0,Loyal Customer,2021-05-01,Houston,18-25,Other,8607159.530000001,64.84262074936541,19.815112540192924
CUST_00917,2023-02-21,18,3842.13,254,2,4,5,245,3.6666666666666665,At Risk,2021-03-07,Toronto,46-55,Other,8611001.660000002,64.87156569660281,19.835209003215436
CUST_01491,2023-07-21,15,3840.8599999999997,104,4,4,5,445,4.333333333333333,Champion,2022-10-03,Toronto,18-25,Male,8614842.520000001,64.90050107620898,19.85530546623794
CUST_03608,2023-08-22,14,3838.0600000000004,72,4,4,5,445,4.333333333333333,Champion,2023-04-09,Chicago,18-25,Male,8618680.580000002,64.92941536182502,19.87540192926045
CUST_04834,2023-08-24,14,3837.87,70,4,4,5,445,4.333333333333333,Champion,2023-03-15,Houston,18-25,Other,8622518.450000001,64.95832821606318,19.89549839228296
CUST_00020,2023-08-02,15,3836.9,92,4,4,5,445,4.333333333333333,Champion,2021-04-06,Houston,26-35,Male,8626355.350000001,64.98723376274046,19.915594855305464
CUST_00818,2023-06-30,10,3829.18,125,3,4,5,345,4.0,Loyal Customer,2021-03-16,Toronto,46-55,Other,8630184.530000001,65.01608115027355,19.935691318327976
CUST_00106,2023-09-02,9,3827.65,61,5,4,5,545,4.666666666666667,Champion,2023-08-18,Phoenix,26-35,Male,8634012.180000002,65.04491701144775,19.95578778135048
CUST_04251,2023-07-31,13,3802.98,94,4,4,5,445,4.333333333333333,Champion,2023-02-10,New York,55+,Other,8637815.160000002,65.07356701950185,19.975884244372992
CUST_02725,2023-09-01,18,3795.02,62,5,4,5,545,4.666666666666667,Champion,2021-01-20,Los Angeles,26-35,Female,8641610.180000002,65.10215706035547,19.995980707395496
CUST_03533,2023-08-30,14,3782.73,64,4,4,4,444,4.0,Champion,2022-07-18,Chicago,55+,Male,8645392.910000002,65.13065451365958,20.016077170418008
CUST_01909,2023-08-02,13,3776.21,92,4,4,4,444,4.0,Champion,2021-02-16,Los Angeles,26-35,Female,8649169.120000003,65.159102848101,20.036173633440516
CUST_02959,2023-09-02,17,3775.73,61,5,4,4,544,4.333333333333333,Champion,2023-08-30,Sydney,18-25,Female,8652944.850000003,65.18754756642981,20.05627009646302
CUST_02131,2023-08-24,14,3773.1,70,4,4,4,444,4.0,Champion,2021-04-04,Paris,26-35,Female,8656717.950000003,65.21597247147504,20.076366559485532
CUST_03836,2023-06-24,13,3772.72,131,3,4,4,344,3.6666666666666665,Loyal Customer,2022-06-29,Sydney,46-55,Other,8660490.670000004,65.24439451376448,20.096463022508036
CUST_03188,2023-08-10,17,3770.85,84,4,4,4,444,4.0,Champion,2023-01-06,London,36-45,Male,8664261.520000003,65.27280246828194,20.116559485530548
CUST_03246,2023-06-22,16,3765.83,133,3,4,4,344,3.6666666666666665,Loyal Customer,2021-08-09,Sydney,55+,Other,8668027.350000003,65.30117260428854,20.136655948553052
CUST_01375,2023-06-16,16,3765.08,139,3,4,4,344,3.6666666666666665,Loyal Customer,2021-09-30,Paris,18-25,Female,8671792.430000003,65.3295370901192,20.156752411575564
CUST_03279,2023-07-30,18,3761.6,95,4,4,4,444,4.0,Champion,2022-01-07,Paris,18-25,Female,8675554.030000003,65.35787535913359,20.176848874598072
CUST_01671,2023-09-02,17,3760.75,61,5,4,4,544,4.333333333333333,Champion,2023-08-02,Houston,46-55,Male,8679314.780000003,65.38620722461525,20.19694533762058
CUST_04567,2023-08-12,18,3760.23,82,4,4,4,444,4.0,Champion,2022-11-27,Sydney,18-25,Female,8683075.010000004,65.4145351726416,20.217041800643088
CUST_03716,2023-08-23,15,3756.67,71,4,4,4,444,4.0,Champion,2023-03-18,Sydney,26-35,Other,8686831.680000003,65.44283630116622,20.237138263665592
CUST_01632,2023-08-20,17,3755.13,74,4,4,4,444,4.0,Champion,2021-05-28,Paris,26-35,Female,8690586.810000004,65.4711258279963,20.257234726688104
CUST_00196,2023-06-27,18,3752.12,128,3,4,4,344,3.6666666666666665,Loyal Customer,2021-01-12,London,36-45,Other,8694338.930000003,65.49939267878699,20.27733118971061
CUST_03234,2023-10-29,22,3745.16,4,5,5,4,554,4.666666666666667,Champion,2022-05-26,Toronto,36-45,Other,8698084.090000004,65.52760709594507,20.29742765273312
CUST_03538,2023-09-02,16,3744.03,61,5,4,4,544,4.333333333333333,Champion,2023-08-16,Sydney,46-55,Male,8701828.120000003,65.55581300017144,20.317524115755628
CUST_04126,2023-03-29,8,3743.3399999999997,218,2,3,4,234,3.0,Needs Attention,2022-04-12,Sydney,46-55,Other,8705571.460000003,65.58401370623595,20.337620578778136
CUST_00670,2023-08-27,18,3741.14,67,4,4,4,444,4.0,Champion,2021-07-17,Houston,36-45,Male,8709312.600000003,65.6121978384511,20.357717041800644
CUST_03330,2023-04-07,8,3740.77,209,3,3,4,334,3.3333333333333335,Loyal Customer,2021-06-16,Toronto,26-35,Female,8713053.370000003,65.6403791832461,20.377813504823152
CUST_00159,2023-09-02,8,3731.89,61,5,3,4,534,4.0,Loyal Customer,2022-07-29,Toronto,36-45,Male,8716785.260000004,65.66849362995816,20.39790996784566
CUST_03605,2023-06-07,19,3708.04,148,3,5,4,354,4.0,Loyal Customer,2022-04-25,Paris,46-55,Female,8720493.300000003,65.69642840107578,20.418006430868168
CUST_04357,2023-07-14,15,3703.37,111,4,4,4,444,4.0,Champion,2021-12-29,Chicago,46-55,Other,8724196.670000002,65.7243279904313,20.438102893890676
CUST_00282,2023-07-19,16,3695.1499999999996,106,4,4,4,444,4.0,Champion,2022-03-10,Sydney,55+,Male,8727891.820000002,65.75216565385871,20.458199356913184
CUST_03933,2023-03-25,8,3694.22,222,2,3,4,234,3.0,Needs Attention,2022-12-15,Sydney,46-55,Female,8731586.040000003,65.77999631106796,20.478295819935692
CUST_03612,2023-09-06,22,3681.31,57,5,5,4,554,4.666666666666667,Champion,2023-01-19,Los Angeles,18-25,Male,8735267.350000003,65.8077297099156,20.4983922829582
CUST_04713,2023-08-25,10,3679.39,69,4,4,4,444,4.0,Champion,2022-08-12,London,36-45,Other,8738946.740000004,65.8354486443129,20.518488745980708
CUST_04852,2023-02-09,10,3677.88,266,2,4,4,244,3.3333333333333335,At Risk,2021-10-01,Berlin,26-35,Male,8742624.620000005,65.86315620302265,20.538585209003216
CUST_04370,2023-08-23,17,3676.6800000000003,71,4,4,4,444,4.0,Champion,2023-03-09,Phoenix,36-45,Male,8746301.300000004,65.89085472145094,20.558681672025724
CUST_02978,2023-10-18,18,3675.17,15,5,4,4,544,4.333333333333333,Champion,2021-07-10,Paris,26-35,Male,8749976.470000004,65.91854186419167,20.578778135048232
CUST_03349,2023-08-15,13,3671.64,79,4,4,4,444,4.0,Champion,2022-01-13,Houston,18-25,Female,8753648.110000005,65.94620241343773,20.59887459807074
CUST_01908,2023-08-03,8,3671.4800000000005,91,4,3,4,434,3.6666666666666665,Loyal Customer,2021-05-24,New York,26-35,Other,8757319.590000005,65.97386175731292,20.618971061093248
CUST_00449,2023-06-26,16,3668.2400000000002,129,3,4,4,344,3.6666666666666665,Loyal Customer,2021-03-24,Los Angeles,36-45,Female,8760987.830000006,66.0014966924281,20.639067524115756
CUST_03034,2023-08-07,18,3661.06,87,4,4,4,444,4.0,Champion,2021-07-25,Los Angeles,36-45,Male,8764648.890000006,66.02907753652578,20.659163987138264
CUST_00731,2023-07-13,19,3658.93,112,4,5,4,454,4.333333333333333,Champion,2021-03-13,Phoenix,46-55,Other,8768307.820000006,66.05664233412382,20.679260450160772
CUST_03199,2023-10-28,27,3655.53,5,5,5,4,554,4.666666666666667,Champion,2022-07-30,Chicago,36-45,Female,8771963.350000005,66.08418151759099,20.69935691318328
CUST_01261,2023-08-29,12,3655.01,65,4,4,4,444,4.0,Champion,2022-10-16,Toronto,26-35,Other,8775618.360000005,66.11171678360286,20.719453376205788
CUST_04786,2023-08-14,18,3649.52,80,4,4,4,444,4.0,Champion,2022-07-11,Houston,46-55,Other,8779267.880000005,66.13921069032695,20.739549839228296
CUST_02713,2023-08-22,16,3642.85,72,4,4,4,444,4.0,Champion,2022-04-29,New York,55+,Other,8782910.730000004,66.16665434815314,20.759646302250804
CUST_03834,2023-08-14,14,3641.21,80,4,4,4,444,4.0,Champion,2022-07-12,Berlin,55+,Male,8786551.940000005,66.19408565092799,20.779742765273312
CUST_00593,2023-08-05,13,3640.0,89,4,4,4,444,4.0,Champion,2022-03-17,New York,26-35,Female,8790191.940000005,66.22150783808567,20.79983922829582
CUST_00909,2023-05-29,12,3639.98,157,3,4,4,344,3.6666666666666665,Loyal Customer,2021-05-22,Berlin,18-25,Female,8793831.920000006,66.248929874572,20.819935691318328
CUST_01723,2023-08-31,18,3639.78,63,4,4,4,444,4.0,Champion,2021-09-19,Toronto,18-25,Female,8797471.700000005,66.27635040434474,20.840032154340836
CUST_02369,2023-08-30,11,3624.71,64,4,4,4,444,4.0,Champion,2022-06-07,Chicago,36-45,Female,8801096.410000006,66.30365740324923,20.860128617363344
CUST_04541,2023-08-20,13,3623.41,74,4,4,4,444,4.0,Champion,2022-10-25,Houston,18-25,Female,8804719.820000006,66.33095460851544,20.880225080385852
CUST_00667,2023-08-13,18,3619.8,81,4,4,4,444,4.0,Champion,2021-08-17,Toronto,18-25,Female,8808339.620000007,66.35822461760155,20.90032154340836
CUST_04659,2023-09-02,16,3617.65,61,5,4,4,544,4.333333333333333,Champion,2023-03-30,Berlin,36-45,Male,8811957.270000007,66.38547842951665,20.920418006430868
CUST_01324,2023-08-23,16,3615.15,71,4,4,4,444,4.0,Champion,2023-01-28,Berlin,26-35,Other,8815572.420000007,66.41271340751202,20.940514469453376
CUST_00086,2023-08-18,17,3612.23,76,4,4,4,444,4.0,Champion,2023-03-03,London,36-45,Other,8819184.650000008,66.4399263874891,20.960610932475884
CUST_01489,2023-08-20,13,3606.68,74,4,4,4,444,4.0,Champion,2023-02-14,Sydney,55+,Other,8822791.330000008,66.46709755616435,20.980707395498392
CUST_03638,2023-10-18,23,3601.82,15,5,5,4,554,4.666666666666667,Champion,2022-02-15,Chicago,55+,Other,8826393.150000008,66.49423211169957,21.0008038585209
CUST_03122,2023-06-26,15,3601.78,129,3,4,4,344,3.6666666666666665,Loyal Customer,2022-05-30,Toronto,18-25,Female,8829994.930000007,66.5213663658921,21.020900321543408
CUST_04936,2023-07-01,11,3592.0,124,3,4,4,344,3.6666666666666665,Loyal Customer,2021-10-02,Houston,26-35,Male,8833586.930000007,66.54842694179057,21.040996784565916
CUST_00638,2023-09-02,13,3585.5099999999998,61,5,4,4,544,4.333333333333333,Champion,2023-08-12,Houston,18-25,Other,8837172.440000007,66.57543862483335,21.061093247588424
CUST_01898,2023-08-01,18,3584.73,93,4,4,4,444,4.0,Champion,2021-03-06,Chicago,36-45,Female,8840757.170000007,66.60244443169317,21.081189710610932
CUST_01539,2023-06-28,14,3581.84,127,3,4,4,344,3.6666666666666665,Loyal Customer,2022-05-10,Los Angeles,36-45,Female,8844339.010000007,66.62942846654177,21.10128617363344
CUST_04335,2023-05-04,17,3579.07,182,3,4,4,344,3.6666666666666665,Loyal Customer,2021-04-20,Los Angeles,26-35,Female,8847918.080000008,66.65639163340728,21.12138263665595
CUST_03454,2023-06-03,15,3576.36,152,3,4,4,344,3.6666666666666665,Loyal Customer,2021-11-01,Berlin,46-55,Other,8851494.440000007,66.68333438430378,21.141479099678456
CUST_03537,2023-08-08,12,3574.33,86,4,4,4,444,4.0,Champion,2022-10-31,Phoenix,55+,Male,8855068.770000007,66.71026184205743,21.161575562700964
CUST_00887,2022-11-07,8,3573.59,360,1,3,4,134,2.6666666666666665,Needs Attention,2021-09-11,London,46-55,Other,8858642.360000007,66.73718372497083,21.181672025723472
CUST_00125,2023-08-13,14,3570.39,81,4,4,4,444,4.0,Champion,2022-12-03,Toronto,36-45,Other,8862212.750000007,66.76408150046697,21.20176848874598
CUST_01393,2023-05-28,18,3567.9700000000003,158,3,4,4,344,3.6666666666666665,Loyal Customer,2021-11-08,Toronto,36-45,Male,8865780.720000008,66.79096104472879,21.221864951768488
CUST_02182,2023-09-02,11,3567.23,61,5,4,4,544,4.333333333333333,Champion,2023-02-20,Sydney,55+,Male,8869347.950000009,66.81783501415036,21.241961414790996
CUST_02377,2023-08-27,15,3565.66,67,4,4,4,444,4.0,Champion,2023-04-19,London,18-25,Male,8872913.610000009,66.84469715587032,21.262057877813508
CUST_03831,2023-07-08,18,3565.15,117,4,4,4,444,4.0,Champion,2022-04-20,Paris,36-45,Male,8876478.76000001,66.87155545547067,21.282154340836012
CUST_01791,2023-09-02,13,3564.46,61,5,4,4,544,4.333333333333333,Champion,2022-09-28,Toronto,18-25,Male,8880043.22000001,66.89840855690915,21.30225080385852
CUST_03014,2023-08-03,19,3562.16,91,4,5,4,454,4.333333333333333,Champion,2022-12-28,Los Angeles,55+,Female,8883605.38000001,66.92524433114147,21.322347266881028
CUST_03049,2023-08-28,18,3559.98,66,4,4,4,444,4.0,Champion,2022-09-19,Sydney,18-25,Female,8887165.36000001,66.95206368219576,21.342443729903536
CUST_01078,2023-05-05,7,3554.79,181,3,3,4,334,3.3333333333333335,Loyal Customer,2023-05-01,Los Angeles,36-45,Other,8890720.15000001,66.97884393403262,21.362540192926044
CUST_02053,2023-08-31,14,3550.14,63,4,4,4,444,4.0,Champion,2022-11-06,Houston,26-35,Male,8894270.29000001,67.00558915477879,21.382636655948552
CUST_04824,2023-07-23,13,3546.7,102,4,4,4,444,4.0,Champion,2022-12-07,Los Angeles,26-35,Other,8897816.99000001,67.03230846005135,21.402733118971064
CUST_04573,2023-06-08,18,3546.24,147,3,4,4,344,3.6666666666666665,Loyal Customer,2021-01-26,Los Angeles,55+,Female,8901363.23000001,67.05902429988268,21.422829581993568
CUST_03729,2023-07-16,20,3540.19,109,4,5,4,454,4.333333333333333,Champion,2022-07-15,Sydney,46-55,Female,8904903.42000001,67.08569456162822,21.44292604501608
CUST_04006,2023-09-14,14,3539.13,49,5,4,4,544,4.333333333333333,Champion,2023-09-13,New York,18-25,Other,8908442.55000001,67.1123568377918,21.463022508038584
CUST_03315,2023-08-02,15,3539.06,92,4,4,4,444,4.0,Champion,2023-01-01,Los Angeles,36-45,Female,8911981.61000001,67.1390185866056,21.483118971061092
CUST_02620,2023-08-16,16,3536.63,78,4,4,4,444,4.0,Champion,2022-04-05,Sydney,55+,Male,8915518.240000011,67.16566202884941,21.5032154340836
CUST_02936,2023-01-26,12,3536.15,280,2,4,4,244,3.3333333333333335,At Risk,2021-02-01,Chicago,46-55,Female,8919054.390000012,67.19230185498064,21.523311897106108
CUST_01667,2023-08-05,17,3534.14,89,4,4,4,444,4.0,Champion,2021-03-12,Los Angeles,26-35,Female,8922588.530000012,67.21892653864039,21.54340836012862
CUST_02151,2023-08-04,14,3532.04,90,4,4,4,444,4.0,Champion,2022-02-25,Toronto,55+,Male,8926120.570000011,67.24553540180752,21.563504823151124
CUST_04682,2023-08-25,20,3528.16,69,4,5,4,454,4.333333333333333,Champion,2021-12-23,Los Angeles,36-45,Male,8929648.730000012,67.27211503473121,21.583601286173636
CUST_00395,2023-08-25,12,3524.52,69,4,4,4,444,4.0,Champion,2023-05-20,London,36-45,Other,8933173.250000011,67.29866724546775,21.60369774919614
CUST_00251,2023-08-28,17,3523.93,66,4,4,4,444,4.0,Champion,2022-01-07,Toronto,18-25,Female,8936697.18000001,67.32521501139924,21.623794212218648
CUST_01257,2023-08-24,12,3523.79,70,4,4,4,444,4.0,Champion,2021-10-27,Paris,46-55,Female,8940220.97000001,67.35176172263118,21.643890675241156
CUST_02232,2023-10-10,22,3514.97,23,5,5,4,554,4.666666666666667,Champion,2022-03-06,New York,18-25,Female,8943735.94000001,67.37824198779428,21.663987138263664
CUST_03419,2023-08-09,18,3509.9100000000003,85,4,4,4,444,4.0,Champion,2022-07-29,Houston,46-55,Female,8947245.85000001,67.4046841331038,21.684083601286176
CUST_03639,2023-07-27,14,3507.8799999999997,98,4,4,4,444,4.0,Champion,2022-11-17,Berlin,26-35,Female,8950753.730000012,67.43111098527048,21.70418006430868
CUST_03769,2023-09-01,15,3507.68,62,5,4,4,544,4.333333333333333,Champion,2023-04-17,Chicago,36-45,Female,8954261.410000011,67.45753633072357,21.72427652733119
CUST_03462,2023-08-28,14,3505.35,66,4,4,4,444,4.0,Champion,2021-11-21,Sydney,26-35,Other,8957766.760000011,67.48394412296345,21.744372990353696
CUST_04543,2023-09-19,14,3504.58,44,5,4,4,544,4.333333333333333,Champion,2023-09-18,Sydney,18-25,Female,8961271.340000011,67.51034611435605,21.764469453376208
CUST_02095,2023-07-18,10,3502.76,107,4,4,4,444,4.0,Champion,2023-03-24,Sydney,46-55,Other,8964774.10000001,67.53673439465507,21.784565916398712
CUST_01039,2023-10-26,23,3502.23,7,5,5,4,554,4.666666666666667,Champion,2022-11-17,Berlin,46-55,Other,8968276.330000011,67.56311868216312,21.80466237942122
CUST_04594,2023-06-18,13,3498.4700000000003,137,3,4,4,344,3.6666666666666665,Loyal Customer,2021-12-23,New York,55+,Other,8971774.800000012,67.58947464345584,21.82475884244373
CUST_01067,2023-08-27,14,3496.86,67,4,4,4,444,4.0,Champion,2022-11-25,Phoenix,46-55,Male,8975271.660000011,67.61581847570426,21.844855305466236
CUST_03973,2023-07-29,15,3496.71,96,4,4,4,444,4.0,Champion,2022-07-03,Sydney,46-55,Male,8978768.370000012,67.64216117791749,21.864951768488748
CUST_00366,2023-08-26,19,3494.17,68,4,5,4,454,4.333333333333333,Champion,2021-09-12,London,36-45,Other,8982262.540000012,67.66848474486824,21.885048231511252
CUST_00747,2023-03-31,14,3494.0099999999998,216,2,4,4,244,3.3333333333333335,At Risk,2022-02-23,Sydney,46-55,Other,8985756.550000012,67.69480710644814,21.905144694533764
CUST_04738,2023-09-03,16,3493.41,60,5,4,4,544,4.333333333333333,Champion,2023-09-02,Phoenix,55+,Female,8989249.960000012,67.72112494788729,21.92524115755627
CUST_03754,2023-01-26,8,3491.6800000000003,280,2,3,4,234,3.0,Needs Attention,2021-05-16,Los Angeles,55+,Female,8992741.640000012,67.74742975625398,21.94533762057878
CUST_04012,2023-08-28,19,3491.33,66,4,5,4,454,4.333333333333333,Champion,2023-07-26,New York,46-55,Female,8996232.970000012,67.77373192787189,21.965434083601288
CUST_02972,2023-08-20,17,3491.13,74,4,4,4,444,4.0,Champion,2021-10-13,Paris,26-35,Male,8999724.100000013,67.80003259277623,21.985530546623792
CUST_04828,2023-09-02,18,3490.59,61,5,4,4,544,4.333333333333333,Champion,2022-09-17,Toronto,26-35,Female,9003214.690000013,67.82632918955392,22.005627009646304
CUST_03350,2023-05-29,9,3479.1200000000003,157,3,4,4,344,3.6666666666666665,Loyal Customer,2021-12-06,London,18-25,Male,9006693.810000012,67.85253937630776,22.02572347266881
CUST_04632,2023-08-13,15,3474.51,81,4,4,4,444,4.0,Champion,2021-07-08,Phoenix,55+,Other,9010168.320000011,67.87871483331361,22.04581993569132
CUST_03228,2023-08-26,19,3472.3,68,4,5,4,454,4.333333333333333,Champion,2021-07-14,New York,26-35,Male,9013640.620000012,67.90487364113437,22.065916398713824
CUST_04281,2023-05-12,18,3471.07,174,3,4,4,344,3.6666666666666665,Loyal Customer,2021-12-21,Toronto,36-45,Male,9017111.690000013,67.93102318266664,22.086012861736336
CUST_01659,2023-08-16,19,3467.03,78,4,5,4,454,4.333333333333333,Champion,2023-01-06,Paris,46-55,Female,9020578.720000012,67.95714228858458,22.106109324758844
CUST_02707,2023-09-28,20,3465.85,35,5,5,4,554,4.666666666666667,Champion,2021-05-30,Phoenix,18-25,Other,9024044.570000011,67.98325250489239,22.126205787781352
CUST_04499,2023-07-08,17,3463.88,117,4,4,4,444,4.0,Champion,2022-03-10,Toronto,36-45,Other,9027508.450000012,68.00934788007145,22.14630225080386
CUST_04374,2023-07-25,18,3462.82,100,4,4,4,444,4.0,Champion,2022-07-27,Los Angeles,55+,Female,9030971.270000013,68.03543526966853,22.166398713826364
CUST_04671,2023-08-13,16,3462.66,81,4,4,4,444,4.0,Champion,2022-05-17,Los Angeles,55+,Male,9034433.930000013,68.06152145389474,22.186495176848876
CUST_01100,2023-08-29,16,3459.4,65,4,4,4,444,4.0,Champion,2022-06-03,Chicago,36-45,Other,9037893.330000013,68.0875830786896,22.20659163987138
CUST_04927,2023-05-03,8,3455.15,183,3,3,4,334,3.3333333333333335,Loyal Customer,2023-03-26,Houston,36-45,Male,9041348.480000013,68.1136126858209,22.226688102893892
CUST_03677,2023-09-02,17,3454.4300000000003,61,5,4,4,544,4.333333333333333,Champion,2023-06-29,Paris,18-25,Male,9044802.910000013,68.13963686878328,22.2467845659164
CUST_04264,2023-08-30,16,3451.9700000000003,64,4,4,4,444,4.0,Champion,2023-05-20,Sydney,36-45,Other,9048254.880000014,68.16564251916864,22.266881028938908
CUST_03709,2023-08-17,12,3444.62,77,4,4,4,444,4.0,Champion,2021-08-12,Paris,36-45,Female,9051699.500000013,68.19159279782993,22.286977491961416
CUST_00073,2023-10-25,22,3434.7799999999997,8,5,5,4,554,4.666666666666667,Champion,2023-04-30,Phoenix,36-45,Female,9055134.280000012,68.21746894618308,22.30707395498392
CUST_04648,2023-08-28,17,3433.5499999999997,66,4,4,4,444,4.0,Champion,2022-12-23,Sydney,55+,Male,9058567.830000013,68.24333582824771,22.327170418006432
CUST_03183,2023-07-25,17,3432.31,100,4,4,4,444,4.0,Champion,2021-12-15,Phoenix,46-55,Female,9062000.140000014,68.26919336868815,22.347266881028936
CUST_01572,2023-08-21,19,3429.2,73,4,5,4,454,4.333333333333333,Champion,2022-08-17,Toronto,55+,Other,9065429.340000013,68.29502747973241,22.367363344051448
CUST_04166,2023-06-08,15,3420.52,147,3,4,4,344,3.6666666666666665,Loyal Customer,2021-09-04,Berlin,18-25,Other,9068849.860000012,68.3207961994073,22.387459807073956
CUST_01220,2023-08-08,20,3416.1,86,4,5,4,454,4.333333333333333,Champion,2021-11-20,Los Angeles,36-45,Other,9072265.960000012,68.34653162071206,22.407556270096464
CUST_00953,2023-09-01,16,3414.2,62,5,4,4,544,4.333333333333333,Champion,2023-02-05,Berlin,46-55,Male,9075680.160000011,68.37225272823781,22.427652733118972
CUST_04790,2023-08-16,14,3412.87,78,4,4,4,444,4.0,Champion,2023-04-23,Los Angeles,36-45,Female,9079093.03000001,68.39796381611826,22.44774919614148
CUST_03417,2023-07-03,13,3408.96,122,3,4,4,344,3.6666666666666665,Loyal Customer,2022-06-16,Toronto,36-45,Other,9082501.990000011,68.42364544774823,22.467845659163988
CUST_02491,2023-09-02,18,3408.93,61,5,4,4,544,4.333333333333333,Champion,2023-07-29,Chicago,46-55,Male,9085910.920000011,68.44932685337113,22.487942122186492
CUST_02437,2023-08-27,16,3408.45,67,4,4,4,444,4.0,Champion,2021-10-21,Berlin,18-25,Male,9089319.37000001,68.47500464288146,22.508038585209004
CUST_02272,2023-08-25,19,3406.2,69,4,5,4,454,4.333333333333333,Champion,2022-11-26,Sydney,26-35,Other,9092725.57000001,68.50066548186402,22.528135048231512
CUST_03501,2023-08-31,19,3405.51,63,4,5,4,454,4.333333333333333,Champion,2022-07-06,Los Angeles,18-25,Male,9096131.08000001,68.52632112268472,22.54823151125402
CUST_00890,2023-08-06,18,3397.5,88,4,4,4,444,4.0,Champion,2021-10-11,Toronto,18-25,Male,9099528.58000001,68.55191641962654,22.568327974276528
CUST_03871,2023-08-28,19,3396.88,66,4,5,4,454,4.333333333333333,Champion,2023-06-13,Paris,18-25,Male,9102925.46000001,68.57750704575626,22.588424437299036
CUST_00226,2023-08-24,12,3395.98,70,4,4,4,444,4.0,Champion,2023-06-11,Paris,36-45,Male,9106321.44000001,68.60309089167488,22.608520900321544
CUST_02139,2023-07-05,20,3395.56,120,3,5,4,354,4.0,Loyal Customer,2022-01-17,London,55+,Other,9109717.000000011,68.62867157349498,22.62861736334405
CUST_00064,2023-05-19,12,3390.67,167,3,4,4,344,3.6666666666666665,Loyal Customer,2022-04-16,Phoenix,18-25,Other,9113107.670000011,68.65421541616804,22.64871382636656
CUST_02651,2023-09-02,16,3385.8,61,5,4,4,544,4.333333333333333,Champion,2021-05-22,Toronto,36-45,Female,9116493.470000012,68.67972257036543,22.668810289389068
CUST_03599,2023-09-02,14,3382.83,61,5,4,4,544,4.333333333333333,Champion,2022-05-21,Los Angeles,26-35,Other,9119876.300000012,68.70520734986614,22.688906752411576
CUST_00824,2023-07-09,17,3377.52,116,4,4,4,444,4.0,Champion,2021-07-19,Phoenix,46-55,Male,9123253.820000011,68.73065212612131,22.709003215434084
CUST_00694,2023-07-15,15,3377.11,110,4,4,4,444,4.0,Champion,2022-08-18,Paris,18-25,Female,9126630.93000001,68.75609381361365,22.729099678456592
